stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,repair_candidates_considered,repair_candidates_selected,repair_exact_candidate_builds,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,8.561835,land_reassignment,5,92,628,144,5,144,144,144,1,1,1,15360,15360,120804,120804,95,95,0.002
1,2,2,18.383691,random_routes,6,107,1043,290,6,324,324,324,1,0,0,15360,15360,120804,120804,95,95,0.00197
1,3,3,31.167024,random_routes,6,99,938,308,6,318,318,309,1,0,0,15360,15360,120804,120804,95,95,0.00194045
1,4,4,43.698983,low_utilization,5,72,886,381,5,423,423,420,1,0,0,15360,15360,120804,120804,95,95,0.0019113432500000001
1,5,5,57.074891,worst_time_per_person,6,90,1316,391,6,441,441,414,0,0,0,15360,15360,120804,120804,95,95,0.00188267310125
1,6,6,68.343561,worst_time_per_person,6,98,1276,395,6,441,441,378,1,0,0,15360,15360,120804,120804,95,95,0.00185443300473125
1,7,7,70.492131,related_routes,6,100,863,77,6,81,81,45,1,0,0,15360,15360,120804,120804,95,95,0.0018266165096602813
1,8,8,71.455693,land_reassignment,6,100,863,77,6,81,81,0,1,0,0,15360,15360,120804,120804,95,95,0.0017992172620153772
1,9,9,73.353138,worst_time_per_person,5,80,1098,183,5,225,225,72,1,0,0,15360,15360,120804,120804,95,95,0.0017722290030851465
1,10,10,78.7381,land_reassignment,5,93,745,144,5,144,144,144,1,0,0,15360,15360,120804,120804,95,95,0.0017456455680388693
1,11,11,84.018331,worst_time_per_person,5,76,1104,205,5,225,225,72,1,1,1,15353,15353,121102,121102,95,95,0.0017194608845182862
1,12,12,91.512847,low_utilization,5,69,763,211,5,225,225,198,1,0,0,15353,15353,121102,121102,95,95,0.0016936689712505118
1,13,13,95.847658,worst_time_per_person,6,92,1224,215,5,225,225,36,1,1,1,15348,15348,122417,122417,94,94,0.0016682639366817542
1,14,14,107.959534,random_routes,6,101,947,395,6,435,435,378,1,1,1,15348,15348,122137,122137,94,94,0.001643239977631528
1,15,15,115.143447,random_routes,5,83,783,288,5,318,318,270,1,0,0,15348,15348,122137,122137,94,94,0.001618591377967055
1,16,16,118.059318,worst_time_per_person,5,86,1091,223,5,225,225,18,1,1,1,15320,15320,122892,122892,94,94,0.001594312507297549
1,17,17,126.060046,worst_time_per_person,5,84,1186,502,5,576,576,207,1,1,1,15311,15311,122075,122075,94,94,0.001570397819688086
1,18,18,134.505993,related_routes,5,85,703,219,5,219,219,165,1,0,0,15311,15311,122075,122075,94,94,0.0015468418523927646
1,19,19,139.547377,related_routes,6,105,804,144,6,144,144,114,1,1,1,15292,15292,122048,122048,94,94,0.001523639224606873
1,20,20,142.094264,land_reassignment,5,85,820,81,5,81,81,54,1,0,0,15292,15292,122048,122048,94,94,0.00150078463623777
1,21,21,153.116388,random_routes,6,102,925,419,6,435,435,345,1,0,0,15292,15292,122048,122048,94,94,0.0014782728666942035
2,22,1,163.997122,worst_time_per_person,6,99,1373,510,6,576,576,576,1,1,1,15289,15289,122853,122853,94,94,0.002
2,23,2,170.066509,land_reassignment,8,142,1994,385,8,441,441,216,1,0,0,15307,15289,122742,122853,94,94,0.00197
2,24,3,178.260288,worst_time_per_person,6,96,1331,613,6,729,729,324,1,1,1,15287,15287,122284,122284,94,94,0.00194045
2,25,4,193.269965,low_utilization,7,107,1122,705,7,723,723,642,1,1,1,15259,15259,122513,122513,94,94,0.0019113432500000001
2,26,5,212.261645,worst_time_per_person,8,130,1610,834,8,894,894,504,0,0,0,15259,15259,122513,122513,94,94,0.00188267310125
2,27,6,241.317971,low_utilization,8,120,1319,1401,8,1479,1479,1065,0,0,0,15259,15259,122513,122513,94,94,0.00185443300473125
2,28,7,251.862411,worst_time_per_person,6,96,1316,526,6,558,558,357,1,1,1,15259,15259,122241,122241,94,94,0.0018266165096602813
2,29,8,259.493027,land_reassignment,7,116,1013,140,7,144,144,69,1,0,0,15277,15259,122412,122241,94,94,0.0017992172620153772
2,30,9,280.027584,worst_time_per_person,8,127,1622,1419,8,1503,1503,684,1,0,0,15278,15259,121678,122241,94,94,0.0017722290030851465
2,31,10,286.68777,related_routes,6,104,960,144,6,144,144,63,1,1,0,15273,15259,122137,122241,94,94,0.0017456455680388693
2,32,11,310.025899,low_utilization,7,100,1085,853,7,882,882,591,0,0,0,15273,15259,122137,122241,94,94,0.0017194608845182862
