stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,2.181819,low_utilization,2,1,0,0,15371,15371,120870,120870,95,95,0.002
1,2,2,4.653899,random_routes,2,1,0,0,15371,15371,120870,120870,95,95,0.00197
1,3,3,6.025703,related_routes,2,1,1,1,15352,15352,120843,120843,95,95,0.00194045
1,4,4,8.158426,random_routes,3,1,0,0,15352,15352,120843,120843,95,95,0.0019113432500000001
1,5,5,9.124794,related_routes,3,1,0,0,15352,15352,120843,120843,95,95,0.00188267310125
1,6,6,10.400742,random_routes,2,1,0,0,15352,15352,120843,120843,95,95,0.00185443300473125
1,7,7,14.193674,random_routes,3,1,0,0,15352,15352,120843,120843,95,95,0.0018266165096602813
1,8,8,16.611026,land_reassignment,2,1,1,1,15342,15342,120809,120809,95,95,0.0017992172620153772
1,9,9,17.33767,worst_time_per_person,2,1,0,0,15342,15342,120809,120809,95,95,0.0017722290030851465
1,10,10,17.355741,related_routes,2,1,0,0,15342,15342,120809,120809,95,95,0.0017456455680388693
1,11,11,17.367539,worst_time_per_person,2,1,0,0,15342,15342,120809,120809,95,95,0.0017194608845182862
1,12,12,22.467153,low_utilization,3,1,0,0,15342,15342,120809,120809,95,95,0.0016936689712505118
1,13,13,25.298834,random_routes,3,1,0,0,15342,15342,120809,120809,95,95,0.0016682639366817542
1,14,14,25.609885,related_routes,2,1,0,0,15342,15342,120809,120809,95,95,0.001643239977631528
1,15,15,27.983579,related_routes,3,1,0,0,15342,15342,120809,120809,95,95,0.001618591377967055
1,16,16,28.75809,low_utilization,2,1,0,0,15342,15342,120809,120809,95,95,0.001594312507297549
1,17,17,29.526797,land_reassignment,2,1,0,0,15342,15342,120809,120809,95,95,0.001570397819688086
1,18,18,29.538055,land_reassignment,2,1,0,0,15342,15342,120809,120809,95,95,0.0015468418523927646
1,19,19,30.268132,land_reassignment,2,1,0,0,15342,15342,120809,120809,95,95,0.001523639224606873
1,20,20,30.964937,related_routes,2,1,0,0,15342,15342,120809,120809,95,95,0.00150078463623777
1,21,21,31.590895,random_routes,2,1,0,0,15342,15342,120809,120809,95,95,0.0014782728666942035
1,22,22,32.427871,land_reassignment,3,1,0,0,15342,15342,120809,120809,95,95,0.0014560987736937903
1,23,23,32.451282,related_routes,2,1,0,0,15342,15342,120809,120809,95,95,0.0014342572920883834
1,24,24,32.462378,land_reassignment,2,1,0,0,15342,15342,120809,120809,95,95,0.0014127434327070576
1,25,25,32.983868,land_reassignment,3,1,0,0,15342,15342,120809,120809,95,95,0.0013915522812164517
1,26,26,33.558806,land_reassignment,3,1,0,0,15342,15342,120809,120809,95,95,0.0013706789969982049
1,27,27,34.525201,related_routes,2,1,0,0,15342,15342,120809,120809,95,95,0.0013501188120432317
