stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,10.333538,worst_time_per_person,6,36,1044,242,4,1,1,1,16983,16983,120663,120663,108,108,0.002
1,2,2,24.137982,related_routes,5,65,676,222,4,1,1,1,16889,16889,121023,121023,107,107,0.00197
1,3,3,32.215515,land_reassignment,5,83,792,138,5,1,1,1,16889,16889,120933,120933,107,107,0.00194045
1,4,4,53.20186,worst_time_per_person,6,55,1285,244,4,1,1,1,16618,16618,122604,122604,105,105,0.0019113432500000001
1,5,5,60.687824,related_routes,6,99,1098,144,6,1,0,0,16636,16618,120815,122604,105,105,0.00188267310125
1,6,6,67.466096,worst_time_per_person,6,69,1219,177,5,1,1,1,16527,16527,121211,121211,104,104,0.00185443300473125
1,7,7,76.6795,random_routes,5,66,949,282,5,1,0,0,16527,16527,121211,121211,104,104,0.0018266165096602813
1,8,8,83.116437,worst_time_per_person,5,77,1232,189,5,1,1,1,16487,16487,121059,121059,104,104,0.0017992172620153772
1,9,9,88.437042,land_reassignment,6,99,830,222,6,1,0,0,16487,16487,121059,121059,104,104,0.0017722290030851465
1,10,10,94.916976,land_reassignment,6,99,921,144,6,1,0,0,16487,16487,121059,121059,104,104,0.0017456455680388693
1,11,11,108.968537,random_routes,6,100,869,431,6,1,1,1,16479,16479,120970,120970,104,104,0.0017194608845182862
1,12,12,111.158061,related_routes,5,83,666,81,5,1,0,0,16479,16479,120970,120970,104,104,0.0016936689712505118
1,13,13,118.007617,low_utilization,5,47,713,286,4,1,1,1,16406,16406,121172,121172,103,103,0.0016682639366817542
1,14,14,122.531468,land_reassignment,5,85,869,144,5,1,1,1,16402,16402,122242,122242,103,103,0.001643239977631528
1,15,15,127.99211,related_routes,5,73,991,130,4,1,1,1,16311,16311,123363,123363,102,102,0.001618591377967055
1,16,16,139.449126,related_routes,6,91,1071,144,5,1,1,1,16231,16231,123180,123180,101,101,0.001594312507297549
1,17,17,169.911523,random_routes,6,103,1051,546,6,1,1,1,16225,16225,123584,123584,101,101,0.001570397819688086
2,18,1,175.775823,land_reassignment,6,105,846,222,6,1,0,0,16225,16225,123584,123584,101,101,0.002
2,19,2,198.173072,random_routes,7,122,1120,689,7,1,1,1,16223,16223,123584,123584,101,101,0.00197
2,20,3,209.437856,related_routes,7,122,1192,225,7,1,1,1,16221,16221,123357,123357,101,101,0.00194045
2,21,4,214.460381,land_reassignment,6,105,846,222,6,1,0,0,16221,16221,123357,123357,101,101,0.0019113432500000001
2,22,5,250.018827,random_routes,8,108,1040,554,6,1,1,1,16130,16130,124973,124973,99,99,0.00188267310125
2,23,6,263.24925,low_utilization,7,90,1103,320,6,1,1,1,15996,15996,125300,125300,98,98,0.00185443300473125
2,24,7,269.027348,related_routes,7,123,1369,225,7,1,1,1,15977,15977,124905,124905,98,98,0.0018266165096602813
2,25,8,310.752246,worst_time_per_person,6,78,1230,633,6,0,0,0,15977,15977,124905,124905,98,98,0.0017992172620153772
2,26,9,315.77957,land_reassignment,7,126,1375,225,7,1,1,1,15977,15977,124886,124886,98,98,0.0017722290030851465
2,27,10,342.549835,worst_time_per_person,8,99,1474,772,6,1,1,1,15753,15753,126320,126320,96,96,0.0017456455680388693
