operator,uses,repair_success,accepted,primary_improvement,new_best,primary_gain_minutes,runtime_seconds,mean_local_master_size,max_local_master_size
high_cost_route,12,12,10,2,4,32,47.756518,989.083,1215
low_utilization_route,5,5,5,1,3,1,41.856616,1024.4,1300
shared_facility_flow,0,0,0,0,0,0,0.0,0.0,0
land_heavy_route,0,0,0,0,0,0,0.0,0.0,0
