stage,iteration,operator,weight
1,15,random_routes,1.0
1,15,related_routes,0.75
1,15,low_utilization,2.375
1,15,worst_time_per_person,1.0
1,15,land_reassignment,1.34375
1,30,random_routes,1.0
1,30,related_routes,0.8125
1,30,low_utilization,2.08125
1,30,worst_time_per_person,0.75
1,30,land_reassignment,1.257812
1,45,random_routes,1.0
1,45,related_routes,1.484375
1,45,low_utilization,1.904687
1,45,worst_time_per_person,2.1875
1,45,land_reassignment,0.943359
1,60,random_routes,1.0
1,60,related_routes,1.613281
1,60,low_utilization,1.978516
1,60,worst_time_per_person,1.890625
1,60,land_reassignment,0.95752
2,15,random_routes,1.55
2,15,related_routes,0.95
2,15,low_utilization,2.375
2,15,worst_time_per_person,0.75
2,15,land_reassignment,1.0
2,30,random_routes,1.5375
2,30,related_routes,0.8375
2,30,low_utilization,2.15625
2,30,worst_time_per_person,0.5625
2,30,land_reassignment,0.916667
2,45,random_routes,2.153125
2,45,related_routes,2.294792
2,45,low_utilization,2.325521
2,45,worst_time_per_person,2.505208
2,45,land_reassignment,0.9375
2,60,random_routes,3.514844
2,60,related_routes,4.721094
2,60,low_utilization,1.994141
2,60,worst_time_per_person,2.691406
2,60,land_reassignment,0.953125
