operator,uses,repair_success,accepted,primary_improvement,new_best,primary_gain_minutes,runtime_seconds,mean_local_master_size,max_local_master_size
high_cost_route,3,0,0,0,0,0,42.811055,0,0
low_utilization_route,3,1,1,1,1,89,46.621098,195.333,586
shared_facility_flow,3,2,2,2,2,18,34.925107,770.667,1183
land_heavy_route,3,3,3,3,3,36,41.719933,809,1194
