stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,repair_candidates_considered,repair_candidates_selected,repair_exact_candidate_builds,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,5.106602,worst_time_per_person,5,75,1048,136,5,324,160,160,1,0,0,15371,15371,120870,120870,95,95,0.002
1,2,2,11.345133,land_reassignment,5,92,628,144,5,144,144,144,1,1,1,15360,15360,120804,120804,95,95,0.00197
1,3,3,16.086396,worst_time_per_person,6,97,1391,132,6,324,160,113,1,1,1,15360,15360,120604,120604,95,95,0.00194045
1,4,4,23.200109,low_utilization,6,90,947,160,6,675,160,160,1,0,0,15360,15360,120604,120604,95,95,0.0019113432500000001
1,5,5,29.318816,low_utilization,5,77,839,154,5,435,160,140,1,0,0,15360,15360,120604,120604,95,95,0.00188267310125
1,6,6,33.834171,random_routes,5,91,998,140,5,441,160,145,1,0,0,15360,15360,120604,120604,95,95,0.00185443300473125
1,7,7,38.357695,worst_time_per_person,6,98,1345,144,6,576,160,60,0,0,0,15360,15360,120604,120604,95,95,0.0018266165096602813
1,8,8,42.830309,low_utilization,5,72,826,150,5,324,160,100,1,0,0,15360,15360,120604,120604,95,95,0.0017992172620153772
1,9,9,49.429517,low_utilization,6,88,951,161,6,729,160,149,1,0,0,15360,15360,120604,120604,95,95,0.0017722290030851465
1,10,10,52.26997,land_reassignment,6,100,863,77,6,81,81,72,1,0,0,15360,15360,120604,120604,95,95,0.0017456455680388693
1,11,11,58.214867,low_utilization,6,88,883,161,6,687,160,101,0,0,0,15360,15360,120604,120604,95,95,0.0017194608845182862
1,12,12,62.418415,land_reassignment,6,108,930,81,6,81,81,61,1,1,1,15348,15348,120617,120617,95,95,0.0016936689712505118
1,13,13,67.26284,random_routes,6,100,1026,158,6,576,160,139,1,0,0,15348,15348,120617,120617,95,95,0.0016682639366817542
1,14,14,71.114495,random_routes,6,98,1093,143,6,576,160,116,1,0,0,15348,15348,120617,120617,95,95,0.001643239977631528
1,15,15,74.306872,random_routes,5,80,787,156,5,435,160,109,1,0,0,15348,15348,120617,120617,95,95,0.001618591377967055
1,16,16,78.715638,worst_time_per_person,6,94,1375,144,6,441,160,53,0,0,0,15348,15348,120617,120617,95,95,0.001594312507297549
1,17,17,81.114341,related_routes,5,81,742,81,5,81,81,25,1,1,1,15330,15330,120418,120418,95,95,0.001570397819688086
1,18,18,81.490134,land_reassignment,5,86,745,77,5,81,81,0,1,0,0,15330,15330,120418,120418,95,95,0.0015468418523927646
1,19,19,85.700447,random_routes,5,78,654,160,5,225,160,116,1,0,0,15330,15330,120418,120418,95,95,0.001523639224606873
1,20,20,91.458982,worst_time_per_person,6,94,1233,150,6,324,160,90,1,0,0,15342,15330,120746,120418,95,95,0.00150078463623777
1,21,21,95.686684,land_reassignment,5,81,1134,130,5,144,144,39,0,0,0,15342,15330,120746,120418,95,95,0.0014782728666942035
1,22,22,99.365666,land_reassignment,6,96,1390,138,6,225,160,31,0,0,0,15342,15330,120746,120418,95,95,0.0014560987736937903
1,23,23,102.385096,land_reassignment,6,96,1390,138,6,225,160,0,0,0,0,15342,15330,120746,120418,95,95,0.0014342572920883834
1,24,24,105.824626,related_routes,6,103,1556,142,6,225,160,11,0,0,0,15342,15330,120746,120418,95,95,0.0014127434327070576
1,25,25,109.61254,worst_time_per_person,5,84,1211,144,5,225,160,46,1,0,0,15342,15330,120746,120418,95,95,0.0013915522812164517
1,26,26,112.630422,land_reassignment,5,81,1134,130,5,144,144,0,1,0,0,15351,15330,120506,120418,95,95,0.0013706789969982049
1,27,27,116.003163,worst_time_per_person,6,95,1321,138,6,723,160,30,1,1,0,15342,15330,120255,120418,95,95,0.0013501188120432317
1,28,28,121.305242,random_routes,6,106,895,162,6,570,160,118,1,0,0,15342,15330,120255,120418,95,95,0.001329867029862583
1,29,29,124.135634,land_reassignment,6,96,1499,140,6,219,160,2,0,0,0,15342,15330,120255,120418,95,95,0.0013099190244146442
1,30,30,131.005479,related_routes,5,85,820,81,5,81,81,77,1,0,0,15342,15330,120255,120418,95,95,0.0012902702390484245
1,31,31,136.690907,low_utilization,6,91,899,160,6,441,160,62,1,0,0,15342,15330,120255,120418,95,95,0.0012709161854626981
1,32,32,143.347929,worst_time_per_person,5,82,1178,134,5,552,160,93,1,0,0,15342,15330,120255,120418,95,95,0.0012518524426807576
1,33,33,151.522515,low_utilization,6,92,999,160,6,570,160,91,1,0,0,15342,15330,120255,120418,95,95,0.0012330746560405463
2,34,1,161.734918,low_utilization,8,125,1434,151,8,894,160,160,1,1,1,15330,15330,120393,120393,95,95,0.002
2,35,2,171.241918,low_utilization,8,126,1258,165,8,1065,160,152,1,0,0,15330,15330,120433,120393,95,95,0.00197
2,36,3,185.80625,land_reassignment,8,139,1107,160,8,225,160,160,1,1,1,15327,15327,120631,120631,95,95,0.00194045
2,37,4,193.276346,worst_time_per_person,6,97,1314,140,6,570,160,142,1,1,1,15320,15320,120979,120979,95,95,0.0019113432500000001
2,38,5,196.505284,worst_time_per_person,7,112,1488,146,7,576,160,135,1,1,1,15306,15306,120647,120647,95,95,0.00188267310125
2,39,6,204.359662,land_reassignment,7,122,1089,161,7,324,160,154,1,0,0,15306,15306,120823,120647,95,95,0.00185443300473125
2,40,7,211.458925,land_reassignment,8,144,1223,161,8,300,160,69,1,0,0,15306,15306,120958,120647,95,95,0.0018266165096602813
2,41,8,217.036022,related_routes,6,109,923,160,6,201,160,20,1,1,0,15306,15306,120863,120647,95,95,0.0017992172620153772
2,42,9,223.112489,land_reassignment,6,105,922,161,6,225,160,42,1,0,0,15310,15306,120721,120647,95,95,0.0017722290030851465
2,43,10,227.599711,low_utilization,7,109,1037,155,7,570,160,128,1,1,0,15307,15306,120654,120647,95,95,0.0017456455680388693
