stage,iteration,operator,weight
1,15,random_routes,1.0
1,15,related_routes,0.75
1,15,low_utilization,0.95
1,15,worst_time_per_person,1.833333
1,15,land_reassignment,2.833333
1,30,random_routes,1.0
1,30,related_routes,1.645833
1,30,low_utilization,0.7125
1,30,worst_time_per_person,1.75
1,30,land_reassignment,2.208333
2,15,random_routes,3.75
2,15,related_routes,1.75
2,15,low_utilization,2.5625
2,15,worst_time_per_person,2.833333
2,15,land_reassignment,1.55
