operator,uses,repair_success,accepted,primary_improvement,new_best,primary_gain_minutes,runtime_seconds,mean_local_master_size,max_local_master_size
high_cost_route,2,2,2,1,2,4,22.939048,1075,1158
low_utilization_route,3,3,3,1,3,116,22.408535,1139.333,1227
shared_facility_flow,1,1,1,0,0,0,6.712422,1108,1108
land_heavy_route,3,3,3,0,1,0,24.488187,1140.667,1325
