stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,repair_candidates_considered,repair_candidates_selected,repair_exact_candidate_builds,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,7.59145,low_utilization,5,72,867,148,5,324,160,160,1,0,0,15371,15371,120870,120870,95,95,0.002
1,2,2,12.534625,random_routes,5,79,805,144,5,225,160,158,1,0,0,15371,15371,120870,120870,95,95,0.00197
1,3,3,20.667931,related_routes,5,85,622,160,5,225,160,160,1,1,1,15361,15361,120829,120829,95,95,0.00194045
1,4,4,28.903805,land_reassignment,6,105,944,160,6,219,160,154,1,1,1,15349,15349,120842,120842,95,95,0.0019113432500000001
1,5,5,33.033869,land_reassignment,6,108,924,138,6,138,138,42,1,0,0,15349,15349,120842,120842,95,95,0.00188267310125
1,6,6,38.547766,worst_time_per_person,6,96,1224,154,6,723,160,158,1,0,0,15349,15349,120842,120842,95,95,0.00185443300473125
1,7,7,44.817617,random_routes,6,95,1116,147,6,441,160,142,1,0,0,15349,15349,120848,120842,95,95,0.0018266165096602813
1,8,8,50.144688,low_utilization,6,89,927,151,6,441,160,104,1,1,1,15346,15346,120781,120781,95,95,0.0017992172620153772
1,9,9,50.731654,land_reassignment,5,92,770,81,5,81,81,0,1,0,0,15346,15346,120781,120781,95,95,0.0017722290030851465
1,10,10,57.715888,random_routes,5,77,818,160,5,324,160,121,1,0,0,15346,15346,120781,120781,95,95,0.0017456455680388693
1,11,11,60.89845,worst_time_per_person,5,83,1153,126,5,570,160,98,1,1,1,15346,15346,120775,120775,95,95,0.0017194608845182862
1,12,12,62.416662,land_reassignment,5,89,784,138,5,138,138,0,1,0,0,15346,15346,120775,120775,95,95,0.0016936689712505118
1,13,13,69.465826,related_routes,6,102,774,160,6,225,160,125,0,0,0,15346,15346,120775,120775,95,95,0.0016682639366817542
1,14,14,72.92913,worst_time_per_person,6,102,1378,132,6,441,160,90,1,0,0,15346,15346,120775,120775,95,95,0.001643239977631528
1,15,15,73.540146,land_reassignment,5,92,770,81,5,81,81,0,1,0,0,15346,15346,120775,120775,95,95,0.001618591377967055
1,16,16,79.207749,low_utilization,5,73,869,146,5,318,160,97,1,0,0,15346,15346,120775,120775,95,95,0.001594312507297549
1,17,17,85.545921,low_utilization,5,77,756,160,5,435,160,134,1,1,1,15342,15342,120656,120656,95,95,0.001570397819688086
1,18,18,89.349152,random_routes,6,94,1009,154,6,576,160,120,1,1,1,15333,15333,120663,120663,95,95,0.0015468418523927646
1,19,19,94.18112,low_utilization,5,67,739,158,5,318,160,100,1,1,1,15319,15319,120331,120331,95,95,0.001523639224606873
1,20,20,97.237283,low_utilization,5,78,775,160,5,894,160,94,1,0,0,15319,15319,120331,120331,95,95,0.00150078463623777
1,21,21,100.350604,worst_time_per_person,5,83,1073,146,5,318,160,88,1,0,0,15319,15319,120331,120331,95,95,0.0014782728666942035
1,22,22,102.924531,land_reassignment,5,90,795,160,5,201,160,40,1,0,0,15319,15319,120331,120331,95,95,0.0014560987736937903
1,23,23,107.259903,related_routes,5,80,1012,79,5,81,81,41,0,0,0,15319,15319,120331,120331,95,95,0.0014342572920883834
1,24,24,115.095268,related_routes,6,99,919,161,6,318,160,135,1,1,1,15318,15318,120143,120143,95,95,0.0014127434327070576
1,25,25,120.373882,related_routes,5,83,611,144,5,144,144,84,1,1,1,15302,15302,120162,120162,95,95,0.0013915522812164517
1,26,26,123.466715,low_utilization,5,75,767,160,5,711,160,92,1,0,0,15302,15302,120162,120162,95,95,0.0013706789969982049
1,27,27,127.303334,low_utilization,6,94,980,160,6,723,160,27,1,0,0,15302,15302,120162,120162,95,95,0.0013501188120432317
1,28,28,129.739849,related_routes,6,100,863,77,6,81,81,54,1,0,0,15302,15302,120162,120162,95,95,0.001329867029862583
1,29,29,135.057039,worst_time_per_person,5,82,1266,134,5,144,144,92,0,0,0,15302,15302,120162,120162,95,95,0.0013099190244146442
1,30,30,140.982932,low_utilization,5,76,924,147,5,441,160,87,1,0,0,15315,15302,120766,120162,95,95,0.0012902702390484245
1,31,31,142.965414,low_utilization,5,77,885,154,5,576,160,54,1,0,0,15315,15302,120766,120162,95,95,0.0012709161854626981
1,32,32,146.025243,random_routes,5,82,692,160,5,225,160,81,1,0,0,15315,15302,120766,120162,95,95,0.0012518524426807576
1,33,33,149.211462,worst_time_per_person,6,102,1433,132,6,435,160,8,1,0,0,15321,15302,120798,120162,95,95,0.0012330746560405463
1,34,34,153.468895,random_routes,6,103,985,160,6,711,160,106,1,0,0,15321,15302,120798,120162,95,95,0.0012145785361999382
2,35,1,160.903396,related_routes,8,143,1009,160,8,324,160,160,0,0,0,15302,15302,120162,120162,95,95,0.002
2,36,2,167.787645,worst_time_per_person,8,126,1669,146,8,1089,160,160,1,1,1,15288,15288,120267,120267,95,95,0.00197
2,37,3,172.2399,random_routes,7,114,1004,160,7,570,160,146,1,0,0,15288,15288,120267,120267,95,95,0.00194045
2,38,4,179.804912,related_routes,6,100,844,144,6,144,144,137,1,1,1,15285,15285,120211,120211,95,95,0.0019113432500000001
2,39,5,185.285372,worst_time_per_person,7,106,1490,138,6,441,160,104,1,1,1,15230,15230,121197,121197,94,94,0.00188267310125
2,40,6,187.786665,low_utilization,7,120,1215,161,7,1083,160,128,1,0,0,15230,15230,121197,121197,94,94,0.00185443300473125
2,41,7,192.917073,low_utilization,6,99,1157,152,6,729,160,139,0,0,0,15230,15230,121197,121197,94,94,0.0018266165096602813
2,42,8,201.301322,related_routes,7,122,1023,160,7,225,160,160,1,1,1,15225,15225,121150,121150,94,94,0.0017992172620153772
2,43,9,210.830707,related_routes,7,115,1159,160,7,225,160,150,0,0,0,15225,15225,121150,121150,94,94,0.0017722290030851465
2,44,10,217.287522,related_routes,7,116,1013,140,7,144,144,103,1,0,0,15243,15225,121321,121150,94,94,0.0017456455680388693
2,45,11,222.994326,worst_time_per_person,6,106,1535,132,6,576,160,91,1,1,0,15230,15225,122102,121150,94,94,0.0017194608845182862
2,46,12,226.734056,random_routes,7,125,1181,155,7,894,160,125,1,1,0,15230,15225,121779,121150,94,94,0.0016936689712505118
2,47,13,232.947612,land_reassignment,7,119,1003,144,7,144,144,63,0,0,0,15230,15225,121779,121150,94,94,0.0016682639366817542
2,48,14,240.270185,low_utilization,8,137,1658,153,8,1758,160,116,1,1,1,15222,15222,121224,121224,94,94,0.001643239977631528
2,49,15,248.194861,random_routes,7,120,1153,160,7,576,160,136,1,1,1,15222,15222,120898,120898,94,94,0.001618591377967055
2,50,16,256.021636,low_utilization,7,110,1068,163,7,900,160,76,0,0,0,15222,15222,120898,120898,94,94,0.001594312507297549
2,51,17,261.054599,land_reassignment,6,103,887,144,6,144,144,0,0,0,0,15222,15222,120898,120898,94,94,0.001570397819688086
2,52,18,264.899228,low_utilization,6,92,1022,158,6,900,160,90,1,0,0,15222,15222,120898,120898,94,94,0.0015468418523927646
2,53,19,270.352469,random_routes,8,142,1195,162,8,576,160,109,1,0,0,15222,15222,120898,120898,94,94,0.001523639224606873
2,54,20,279.386716,worst_time_per_person,8,119,1497,153,7,729,160,97,1,0,0,15228,15222,123265,120898,93,94,0.00150078463623777
2,55,21,286.936662,related_routes,7,121,832,160,7,324,160,77,0,0,0,15228,15222,123265,120898,93,94,0.0014782728666942035
2,56,22,292.032821,land_reassignment,8,133,1130,160,7,225,160,8,1,1,1,15181,15181,124218,124218,92,92,0.0014560987736937903
2,57,23,294.285406,worst_time_per_person,6,97,1354,138,6,576,160,94,1,1,1,15149,15149,123696,123696,92,92,0.0014342572920883834
2,58,24,296.950317,random_routes,6,108,1008,154,6,576,160,131,1,1,1,15149,15149,123373,123373,92,92,0.0014127434327070576
2,59,25,302.894336,worst_time_per_person,8,134,1785,141,8,882,160,78,1,1,1,15149,15149,122964,122964,92,92,0.0013915522812164517
2,60,26,309.913624,worst_time_per_person,8,128,1581,152,8,894,160,81,1,0,0,15149,15149,122964,122964,92,92,0.0013706789969982049
