best_aircraft_time,budget_policy,config,mean_accepted_useful_repair_rate,mean_aircraft_time,mean_ml_inference_seconds,mean_positive_candidate_rate,median_aircraft_time,median_exact_evaluated,median_runtime_seconds,runs,runs_better_than_17218,std_aircraft_time,worst_aircraft_time
17218.0,exact,classical_geometry,0.2061965811965812,17278.333333333332,0.0,0.004005588887174274,17231.0,2666.5,63.787543,6,0,76.37116966208882,17391.0
17218.0,exact,geometry_lightgbm,0.2435897435897436,17275.166666666668,0.662054,0.004888355799789728,17231.0,2574.5,82.1337485,6,0,71.89672377020311,17381.0
17218.0,exact,geometry_lr,0.23333333333333334,17275.0,0.5745581666666667,0.005072069034804924,17231.0,2638.5,88.255462,6,0,71.67286794875729,17381.0
17218.0,exact,hybrid_lightgbm_safe,0.2518315018315018,17271.5,0.5219191666666667,0.005186081338249084,17231.0,2561.5,84.245632,6,0,66.75514961409344,17371.0
17218.0,wall,classical_geometry,0.1775132275132275,17280.0,0.0,0.003423096733514981,17231.0,1871.5,47.619589000000005,6,0,78.66807908336561,17391.0
17218.0,wall,geometry_lightgbm,0.1626984126984127,17276.666666666668,0.26798900000000003,0.0032448931758983232,17231.0,1213.0,50.558994999999996,6,0,73.96545740336424,17381.0
17218.0,wall,geometry_lr,0.34325396825396826,17276.666666666668,0.25580116666666664,0.007305652070634211,17231.0,1211.0,47.481787,6,0,73.96545740336424,17381.0
17218.0,wall,hybrid_lightgbm_safe,0.1962962962962963,17276.666666666668,0.26981066666666664,0.0039930361764586135,17231.0,1180.5,51.6064135,6,0,73.96545740336424,17381.0
