left,right,consensus
F032,F041,0.3239328764225
F032,F042,0.16196643821125
F032,F043,0.3239328764225
F032,F044,0.3239328764225
F032,F045,0.3239328764225
F032,F046,0.5387908473615347
F032,F047,0.5387908473615347
F032,F048,0.4031300089200943
F032,F049,0.5387908473615347
F032,F050,0.16196643821125
F032,F051,0.3239328764225
F032,F052,0.4031300089200943
F033,F034,0.919016780894375
F033,F035,0.07853400852459914
F033,F036,0.07853400852459914
F033,F037,0.0
F033,F038,0.0
F033,F039,0.0
F033,F040,0.0
F033,F041,0.0
F033,F042,0.0
F033,F043,0.0
F033,F044,0.0
F033,F045,0.0
F033,F046,0.0
F033,F047,0.0
F033,F048,0.0
F033,F049,0.0
F033,F050,0.0
F033,F051,0.0
F033,F052,0.0
F034,F035,0.15951722763022413
F034,F036,0.15951722763022413
F034,F037,0.0
F034,F038,0.0
F034,F039,0.0
F034,F040,0.0
F034,F041,0.0
F034,F042,0.0
F034,F043,0.0
F034,F044,0.0
F034,F045,0.0
F034,F046,0.0
F034,F047,0.0
F034,F048,0.0
F034,F049,0.0
F034,F050,0.0
F034,F051,0.0
F034,F052,0.0
F035,F036,0.9294506967326246
F035,F037,0.16196643821125
F035,F038,0.4031300089200943
F035,F039,0.4031300089200943
F035,F040,0.16196643821125
F035,F041,0.3239328764225
F035,F042,0.16196643821125
F035,F043,0.3239328764225
F035,F044,0.3239328764225
F035,F045,0.3239328764225
F035,F046,0.5387908473615347
F035,F047,0.5387908473615347
F035,F048,0.4031300089200943
F035,F049,0.5387908473615347
F035,F050,0.16196643821125
F035,F051,0.3239328764225
F035,F052,0.4031300089200943
F036,F037,0.16196643821125
F036,F038,0.4031300089200943
F036,F039,0.4031300089200943
F036,F040,0.16196643821125
F036,F041,0.3239328764225
F036,F042,0.16196643821125
F036,F043,0.3239328764225
F036,F044,0.3239328764225
F036,F045,0.3239328764225
F036,F046,0.5387908473615347
F036,F047,0.5387908473615347
F036,F048,0.4031300089200943
F036,F049,0.5387908473615347
F036,F050,0.16196643821125
F036,F051,0.3239328764225
F036,F052,0.4031300089200943
F037,F038,0.24050044673584917
F037,F039,0.24050044673584917
F037,F040,1.0
F037,F041,0.3196975792334435
F037,F042,1.0
F037,F043,0.4006807983390685
F037,F044,0.5363416367805088
F037,F045,0.3196975792334435
F037,F046,0.24050044673584917
F037,F047,0.24050044673584917
F037,F048,0.24050044673584917
F037,F049,0.24050044673584917
F037,F050,1.0
F037,F051,0.3196975792334435
F037,F052,0.24050044673584917
F038,F039,0.7792912940973838
F038,F040,0.24050044673584917
F038,F041,0.9208028675024057
F038,F042,0.24050044673584917
F038,F043,0.8398196483967807
F038,F044,0.7041588099553404
F038,F045,0.9208028675024057
F038,F046,0.6436304556559435
F038,F047,0.6436304556559435
F038,F048,0.9294506967326246
F038,F049,0.6436304556559435
F038,F050,0.24050044673584917
F038,F051,0.9208028675024057
F038,F052,0.7792912940973838
F039,F040,0.24050044673584917
F039,F041,0.7000941615997894
F039,F042,0.24050044673584917
F039,F043,0.6191109424941644
F039,F044,0.48345010405272415
F039,F045,0.7000941615997894
F039,F046,0.8643391615585597
F039,F047,0.8643391615585597
F039,F048,0.8498405973647591
F039,F049,0.8643391615585597
F039,F050,0.24050044673584917
F039,F051,0.7000941615997894
F039,F052,1.0
F040,F041,0.3196975792334435
F040,F042,1.0
F040,F043,0.4006807983390685
F040,F044,0.5363416367805088
F040,F045,0.3196975792334435
F040,F046,0.24050044673584917
F040,F047,0.24050044673584917
F040,F048,0.24050044673584917
F040,F049,0.24050044673584917
F040,F050,1.0
F040,F051,0.3196975792334435
F040,F052,0.24050044673584917
F041,F042,0.3196975792334435
F041,F043,0.919016780894375
F041,F044,0.7833559424529347
F041,F045,1.0
F041,F046,0.5644333231583492
F041,F047,0.5644333231583492
F041,F048,0.8502535642350303
F041,F049,0.5644333231583492
F041,F050,0.3196975792334435
F041,F051,1.0
F041,F052,0.7000941615997894
F042,F043,0.4006807983390685
F042,F044,0.5363416367805088
F042,F045,0.3196975792334435
F042,F046,0.24050044673584917
F042,F047,0.24050044673584917
F042,F048,0.24050044673584917
F042,F049,0.24050044673584917
F042,F050,1.0
F042,F051,0.3196975792334435
F042,F052,0.24050044673584917
F043,F044,0.8643391615585597
F043,F045,0.919016780894375
F043,F046,0.48345010405272415
F043,F047,0.48345010405272415
F043,F048,0.7692703451294053
F043,F049,0.48345010405272415
F043,F050,0.4006807983390685
F043,F051,0.919016780894375
F043,F052,0.6191109424941644
F044,F045,0.7833559424529347
F044,F046,0.48345010405272415
F044,F047,0.48345010405272415
F044,F048,0.633609506687965
F044,F049,0.48345010405272415
F044,F050,0.5363416367805088
F044,F051,0.7833559424529347
F044,F052,0.48345010405272415
F045,F046,0.5644333231583492
F045,F047,0.5644333231583492
F045,F048,0.8502535642350303
F045,F049,0.5644333231583492
F045,F050,0.3196975792334435
F045,F051,1.0
F045,F052,0.7000941615997894
F046,F047,1.0
F046,F048,0.7141797589233189
F046,F049,1.0
F046,F050,0.24050044673584917
F046,F051,0.5644333231583492
F046,F052,0.8643391615585597
F047,F048,0.7141797589233189
F047,F049,1.0
F047,F050,0.24050044673584917
F047,F051,0.5644333231583492
F047,F052,0.8643391615585597
F048,F049,0.7141797589233189
F048,F050,0.24050044673584917
F048,F051,0.8502535642350303
F048,F052,0.8498405973647591
F049,F050,0.24050044673584917
F049,F051,0.5644333231583492
F049,F052,0.8643391615585597
F050,F051,0.3196975792334435
F050,F052,0.24050044673584917
F051,F052,0.7000941615997894
