left,right,consensus
F015,F026,0.7058224433035845
F015,F027,0.16018035160321933
F015,F028,0.7043643178278647
F015,F029,0.16018035160321933
F015,F030,0.9292451888601003
F015,F031,0.0
F015,F032,0.0
F015,F033,0.6409164160020439
F015,F034,0.5599331968964188
F015,F035,0.0
F015,F036,0.0
F015,F037,0.0
F015,F038,0.0
F015,F039,0.0
F015,F040,0.0
F015,F041,0.0
F015,F042,0.0
F015,F043,0.0
F015,F044,0.0
F015,F045,0.0
F015,F046,0.0
F015,F047,0.0
F015,F048,0.0
F015,F049,0.0
F015,F050,0.0
F015,F051,0.0
F015,F052,0.0
F016,F017,0.8509166882080255
F016,F018,0.9214659914754009
F016,F019,0.7937898582911843
F016,F020,1.0
F016,F021,0.07853400852459914
F016,F022,1.0
F016,F023,0.07853400852459914
F016,F024,0.23871436012781846
F016,F025,0.07853400852459914
F016,F026,1.0
F016,F027,0.23871436012781846
F016,F028,0.4807360643988245
F016,F029,0.23871436012781846
F016,F030,0.7765772544434841
F016,F031,0.07853400852459914
F016,F032,0.07853400852459914
F016,F033,0.7937898582911843
F016,F034,0.7128066391855593
F016,F035,0.07853400852459914
F016,F036,0.07853400852459914
F016,F037,0.0
F016,F038,0.0
F016,F039,0.0
F016,F040,0.0
F016,F041,0.0
F016,F042,0.0
F016,F043,0.0
F016,F044,0.0
F016,F045,0.0
F016,F046,0.0
F016,F047,0.0
F016,F048,0.0
F016,F049,0.0
F016,F050,0.0
F016,F051,0.0
F016,F052,0.0
F017,F018,0.9294506967326246
F017,F019,0.7152558497665851
F017,F020,0.8509166882080255
F017,F021,0.0
F017,F022,0.8509166882080255
F017,F023,0.0
F017,F024,0.16018035160321933
F017,F025,0.0
F017,F026,0.8509166882080255
F017,F027,0.16018035160321933
F017,F028,0.5592700729234237
F017,F029,0.16018035160321933
F017,F030,0.9256605662354588
F017,F031,0.0
F017,F032,0.0
F017,F033,0.7152558497665851
F017,F034,0.6342726306609602
F017,F035,0.0
F017,F036,0.0
F017,F037,0.0
F017,F038,0.0
F017,F039,0.0
F017,F040,0.0
