stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,repair_candidates_considered,repair_candidates_selected,repair_exact_candidate_builds,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,10.126427,low_utilization,5,84,848,160,5,435,160,160,1,0,0,14791,14791,122612,122612,89,89,0.002
1,2,2,20.808141,land_reassignment,6,110,1586,138,6,225,160,160,0,0,0,14791,14791,122612,122612,89,89,0.00197
1,3,3,28.359143,random_routes,5,83,912,154,5,558,160,141,1,0,0,14791,14791,122612,122612,89,89,0.00194045
1,4,4,31.543226,worst_time_per_person,5,85,1123,152,5,570,160,103,1,0,0,14791,14791,122612,122612,89,89,0.0019113432500000001
1,5,5,34.074926,worst_time_per_person,6,101,1336,132,6,705,160,87,1,0,0,14791,14791,122612,122612,89,89,0.00188267310125
1,6,6,36.352153,worst_time_per_person,5,82,1054,146,5,435,160,75,1,0,0,14791,14791,122612,122612,89,89,0.00185443300473125
1,7,7,44.560828,worst_time_per_person,6,97,1219,152,6,705,160,99,0,0,0,14791,14791,122612,122612,89,89,0.0018266165096602813
1,8,8,54.11447,random_routes,6,109,877,160,6,441,160,160,1,0,0,14791,14791,122612,122612,89,89,0.0017992172620153772
1,9,9,61.652754,random_routes,5,88,807,158,5,318,160,121,1,1,1,14791,14791,122396,122396,89,89,0.0017722290030851465
1,10,10,71.128167,random_routes,5,89,823,157,5,435,160,154,1,1,1,14791,14791,121987,121987,89,89,0.0017456455680388693
1,11,11,79.021177,random_routes,5,86,766,160,5,225,160,130,1,0,0,14791,14791,121987,121987,89,89,0.0017194608845182862
1,12,12,82.158245,land_reassignment,5,94,1367,136,5,225,160,19,1,0,0,14791,14791,121987,121987,89,89,0.0016936689712505118
1,13,13,89.253201,related_routes,6,108,1040,160,6,435,160,121,1,0,0,14800,14791,122836,121987,89,89,0.0016682639366817542
1,14,14,92.861373,low_utilization,5,87,786,156,5,576,160,111,1,0,0,14800,14791,122836,121987,89,89,0.001643239977631528
1,15,15,95.57214,low_utilization,5,85,1020,154,5,570,160,64,1,0,0,14800,14791,122836,121987,89,89,0.001618591377967055
1,16,16,99.926111,random_routes,5,91,806,160,5,435,160,126,1,1,0,14800,14791,122467,121987,89,89,0.001594312507297549
1,17,17,102.652568,low_utilization,5,85,952,150,5,576,160,55,1,0,0,14800,14791,122467,121987,89,89,0.001570397819688086
1,18,18,107.603113,random_routes,6,105,879,161,6,576,160,150,1,0,0,14800,14791,122467,121987,89,89,0.0015468418523927646
1,19,19,111.228361,random_routes,5,91,744,158,5,441,160,120,1,0,0,14800,14791,122467,121987,89,89,0.001523639224606873
1,20,20,112.337746,worst_time_per_person,6,100,1306,145,6,894,160,34,1,0,0,14800,14791,122467,121987,89,89,0.00150078463623777
1,21,21,117.195925,land_reassignment,5,95,799,141,5,144,144,82,1,1,0,14795,14791,122175,121987,89,89,0.0014782728666942035
1,22,22,120.561915,random_routes,5,88,866,158,5,324,160,107,1,0,0,14795,14791,122175,121987,89,89,0.0014560987736937903
1,23,23,125.001246,random_routes,6,107,1064,158,6,576,160,116,1,0,0,14795,14791,122175,121987,89,89,0.0014342572920883834
1,24,24,128.798534,related_routes,5,86,914,158,5,318,160,56,1,1,0,14795,14791,121850,121987,89,89,0.0014127434327070576
1,25,25,131.815029,related_routes,6,112,928,141,6,144,144,0,1,1,1,14780,14780,121810,121810,89,89,0.0013915522812164517
1,26,26,136.056189,random_routes,6,108,900,154,6,435,160,126,1,0,0,14780,14780,121810,121810,89,89,0.0013706789969982049
1,27,27,139.330907,random_routes,5,91,825,160,5,435,160,93,1,0,0,14780,14780,121810,121810,89,89,0.0013501188120432317
1,28,28,143.653412,random_routes,6,109,920,160,6,576,160,114,1,0,0,14780,14780,121810,121810,89,89,0.001329867029862583
1,29,29,150.70863,related_routes,6,105,689,160,6,225,160,141,1,1,1,14780,14780,121699,121699,89,89,0.0013099190244146442
1,30,30,151.314547,worst_time_per_person,6,107,1440,136,6,570,160,16,1,0,0,14780,14780,121699,121699,89,89,0.0012902702390484245
1,31,31,154.940749,related_routes,6,111,985,160,6,324,160,42,1,1,1,14779,14779,121734,121734,89,89,0.0012709161854626981
1,32,32,159.978364,related_routes,5,92,858,158,5,225,160,124,1,0,0,14779,14779,121734,121734,89,89,0.0012518524426807576
1,33,33,162.65427,related_routes,5,94,731,81,5,81,81,47,1,0,0,14779,14779,121734,121734,89,89,0.0012330746560405463
1,34,34,163.894161,related_routes,5,95,774,77,5,81,81,28,1,0,0,14779,14779,121734,121734,89,89,0.0012145785361999382
1,35,35,165.519347,land_reassignment,6,113,897,81,6,81,81,0,1,0,0,14779,14779,121734,121734,89,89,0.001196359858156939
1,36,36,166.350907,worst_time_per_person,6,104,1353,140,6,876,160,32,1,0,0,14779,14779,121734,121734,89,89,0.001178414460284585
1,37,37,167.7117,low_utilization,6,99,1007,156,6,1071,160,43,1,0,0,14779,14779,121734,121734,89,89,0.0011607382433803163
1,38,38,170.819822,related_routes,5,92,836,158,5,225,160,30,1,0,0,14779,14779,121734,121734,89,89,0.0011433271697296114
1,39,39,175.721897,related_routes,5,83,603,144,5,144,144,59,1,1,1,14772,14772,121683,121683,89,89,0.0011261772621836673
1,40,40,179.562191,worst_time_per_person,5,88,1243,132,5,324,160,28,1,0,0,14772,14772,121683,121683,89,89,0.0011092846032509122
1,41,41,182.652233,land_reassignment,6,109,1003,160,6,441,160,2,1,0,0,14772,14772,121697,121683,89,89,0.0010926453342021485
1,42,42,184.683912,land_reassignment,6,111,984,160,6,324,160,0,1,1,0,14772,14772,121683,121683,89,89,0.0010762556541891162
1,43,43,187.038235,low_utilization,5,85,851,160,5,570,160,67,1,0,0,14772,14772,121683,121683,89,89,0.0010601118193762794
