operator,uses,repair_success,accepted,primary_improvement,new_best,primary_gain_minutes,runtime_seconds,mean_local_master_size,max_local_master_size
high_cost_route,9,9,8,3,5,48,52.353261,939.889,1215
low_utilization_route,4,4,4,1,4,1,37.861316,925,1099
shared_facility_flow,0,0,0,0,0,0,0.0,0.0,0
land_heavy_route,0,0,0,0,0,0,0.0,0.0,0
