stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,3.442122,land_reassignment,2,35,261,81,2,1,1,1,15361,15361,120836,120836,95,95,0.002
1,2,2,7.212542,random_routes,3,54,404,77,3,1,0,0,15361,15361,120836,120836,95,95,0.00197
1,3,3,8.362669,land_reassignment,3,54,469,34,3,1,0,0,15361,15361,120836,120836,95,95,0.00194045
1,4,4,15.209354,worst_time_per_person,3,51,736,134,3,1,0,0,15361,15361,120836,120836,95,95,0.0019113432500000001
1,5,5,19.614639,land_reassignment,3,52,473,75,3,1,0,0,15361,15361,120836,120836,95,95,0.00188267310125
1,6,6,22.229315,random_routes,3,48,469,71,3,1,0,0,15361,15361,120836,120836,95,95,0.00185443300473125
1,7,7,25.600595,related_routes,3,48,702,67,3,1,0,0,15361,15361,120836,120836,95,95,0.0018266165096602813
1,8,8,27.046648,related_routes,2,30,250,36,2,1,0,0,15361,15361,120836,120836,95,95,0.0017992172620153772
1,9,9,32.685136,low_utilization,3,42,436,81,3,1,0,0,15361,15361,120836,120836,95,95,0.0017722290030851465
1,10,10,33.439883,low_utilization,2,25,260,36,2,1,0,0,15361,15361,120836,120836,95,95,0.0017456455680388693
1,11,11,36.3346,random_routes,2,35,339,73,2,1,0,0,15361,15361,120836,120836,95,95,0.0017194608845182862
1,12,12,36.840338,land_reassignment,2,38,296,9,2,1,0,0,15361,15361,120836,120836,95,95,0.0016936689712505118
1,13,13,38.005571,worst_time_per_person,2,35,505,75,2,1,0,0,15361,15361,120836,120836,95,95,0.0016682639366817542
1,14,14,38.93001,land_reassignment,2,36,313,36,2,1,0,0,15361,15361,120836,120836,95,95,0.001643239977631528
1,15,15,40.626778,random_routes,2,31,433,30,2,1,0,0,15361,15361,120836,120836,95,95,0.001618591377967055
1,16,16,42.211249,land_reassignment,3,57,454,36,3,1,0,0,15361,15361,120836,120836,95,95,0.001594312507297549
1,17,17,43.557693,land_reassignment,2,35,268,36,2,1,0,0,15361,15361,120836,120836,95,95,0.001570397819688086
1,18,18,45.807172,related_routes,2,30,338,81,2,1,0,0,15361,15361,120836,120836,95,95,0.0015468418523927646
1,19,19,45.820275,related_routes,2,32,232,9,2,1,0,0,15361,15361,120836,120836,95,95,0.001523639224606873
1,20,20,45.829686,land_reassignment,2,38,296,9,2,1,0,0,15361,15361,120836,120836,95,95,0.00150078463623777
1,21,21,47.356675,random_routes,3,48,490,69,3,1,0,0,15361,15361,120836,120836,95,95,0.0014782728666942035
1,22,22,48.242073,land_reassignment,2,38,286,36,2,1,0,0,15361,15361,120836,120836,95,95,0.0014560987736937903
1,23,23,50.816517,land_reassignment,3,53,491,79,3,1,0,0,15361,15361,120836,120836,95,95,0.0014342572920883834
1,24,24,52.063494,land_reassignment,3,50,398,36,3,1,0,0,15361,15361,120836,120836,95,95,0.0014127434327070576
1,25,25,66.079066,related_routes,3,51,378,144,3,1,0,0,15361,15361,120836,120836,95,95,0.0013915522812164517
1,26,26,66.091111,land_reassignment,2,38,296,9,2,1,0,0,15361,15361,120836,120836,95,95,0.0013706789969982049
1,27,27,66.108872,worst_time_per_person,2,28,483,67,2,1,0,0,15361,15361,120836,120836,95,95,0.0013501188120432317
1,28,28,66.140686,worst_time_per_person,2,32,483,67,2,1,0,0,15361,15361,120836,120836,95,95,0.001329867029862583
1,29,29,67.013571,land_reassignment,2,36,303,30,2,1,0,0,15361,15361,120836,120836,95,95,0.0013099190244146442
1,30,30,67.398267,land_reassignment,2,34,304,9,2,1,0,0,15361,15361,120836,120836,95,95,0.0012902702390484245
1,31,31,70.644878,low_utilization,3,42,611,118,3,1,0,0,15361,15361,120836,120836,95,95,0.0012709161854626981
1,32,32,71.622628,low_utilization,3,38,412,79,3,1,0,0,15361,15361,120836,120836,95,95,0.0012518524426807576
1,33,33,71.632424,land_reassignment,2,37,316,36,2,1,0,0,15361,15361,120836,120836,95,95,0.0012330746560405463
1,34,34,74.355415,related_routes,3,48,525,81,3,1,0,0,15361,15361,120836,120836,95,95,0.0012145785361999382
1,35,35,75.809112,random_routes,2,37,351,36,2,1,0,0,15361,15361,120836,120836,95,95,0.001196359858156939
1,36,36,75.821191,land_reassignment,2,38,286,36,2,1,0,0,15361,15361,120836,120836,95,95,0.001178414460284585
1,37,37,80.036588,random_routes,3,50,378,144,3,1,0,0,15361,15361,120836,120836,95,95,0.0011607382433803163
1,38,38,83.159728,worst_time_per_person,3,50,773,124,3,1,0,0,15361,15361,120836,120836,95,95,0.0011433271697296114
1,39,39,83.17514,land_reassignment,2,38,296,9,2,1,0,0,15361,15361,120836,120836,95,95,0.0011261772621836673
1,40,40,84.832548,related_routes,3,46,544,36,3,1,0,0,15361,15361,120836,120836,95,95,0.0011092846032509122
1,41,41,86.461363,worst_time_per_person,3,51,701,138,3,1,0,0,15361,15361,120836,120836,95,95,0.0010926453342021485
1,42,42,86.475833,land_reassignment,2,38,300,9,2,1,0,0,15361,15361,120836,120836,95,95,0.0010762556541891162
1,43,43,86.490842,land_reassignment,3,57,454,36,3,1,0,0,15361,15361,120836,120836,95,95,0.0010601118193762794
1,44,44,87.344803,random_routes,2,35,315,36,2,1,0,0,15361,15361,120836,120836,95,95,0.0010442101420856352
1,45,45,87.915979,random_routes,2,30,266,34,2,1,0,0,15361,15361,120836,120836,95,95,0.0010285469899543507
1,46,46,87.937871,worst_time_per_person,2,32,483,67,2,1,0,0,15361,15361,120836,120836,95,95,0.0010131187851050354
1,47,47,89.783466,related_routes,3,54,412,80,3,1,0,0,15361,15361,120836,120836,95,95,0.0009979220033284597
1,48,48,90.776908,worst_time_per_person,3,54,770,134,3,1,0,0,15361,15361,120836,120836,95,95,0.0009829531732785328
1,49,49,90.789682,land_reassignment,3,57,434,36,3,1,0,0,15361,15361,120836,120836,95,95,0.0009682088756793548
1,50,50,92.919464,related_routes,3,52,553,75,3,1,0,0,15361,15361,120836,120836,95,95,0.0009536857425441644
1,51,51,92.9275,land_reassignment,2,35,258,36,2,1,0,0,15361,15361,120836,120836,95,95,0.0009393804564060019
1,52,52,95.366288,low_utilization,3,41,539,120,3,1,0,0,15361,15361,120836,120836,95,95,0.0009252897495599119
1,53,53,95.377778,related_routes,2,35,258,36,2,1,0,0,15361,15361,120836,120836,95,95,0.0009114104033165132
1,54,54,98.734633,low_utilization,3,40,433,138,3,1,0,0,15361,15361,120836,120836,95,95,0.0008977392472667655
1,55,55,98.749975,land_reassignment,2,35,258,36,2,1,0,0,15361,15361,120836,120836,95,95,0.000884273158557764
1,56,56,102.176362,random_routes,2,35,380,69,2,1,0,0,15361,15361,120836,120836,95,95,0.0008710090611793975
1,57,57,102.907882,low_utilization,2,25,406,34,2,1,0,0,15361,15361,120836,120836,95,95,0.0008579439252617066
1,58,58,102.950263,land_reassignment,3,54,412,80,3,1,0,0,15361,15361,120836,120836,95,95,0.0008450747663827809
1,59,59,102.966375,worst_time_per_person,2,34,532,34,2,1,0,0,15361,15361,120836,120836,95,95,0.0008323986448870392
1,60,60,103.68538,worst_time_per_person,2,27,510,30,2,1,0,0,15361,15361,120836,120836,95,95,0.0008199126652137336
1,61,61,104.631627,worst_time_per_person,3,47,796,71,3,1,0,0,15361,15361,120836,120836,95,95,0.0008076139752355276
1,62,62,104.6489,land_reassignment,3,57,434,36,3,1,0,0,15361,15361,120836,120836,95,95,0.0007954997656069948
1,63,63,104.675101,land_reassignment,3,57,463,36,3,1,0,0,15361,15361,120836,120836,95,95,0.0007835672691228899
1,64,64,106.704674,related_routes,3,54,408,81,3,1,0,0,15361,15361,120836,120836,95,95,0.0007718137600860465
1,65,65,108.064906,worst_time_per_person,3,48,798,71,3,1,0,0,15361,15361,120836,120836,95,95,0.0007602365536847558
1,66,66,108.081283,land_reassignment,2,38,300,9,2,1,0,0,15361,15361,120836,120836,95,95,0.0007488330053794845
1,67,67,114.211219,random_routes,3,53,533,126,3,1,0,0,15361,15361,120836,120836,95,95,0.0007376005102987922
1,68,68,118.710876,random_routes,2,35,349,132,2,1,0,0,15361,15361,120836,120836,95,95,0.0007265365026443104
1,69,69,120.246562,low_utilization,2,30,315,77,2,1,0,0,15361,15361,120836,120836,95,95,0.0007156384551046457
1,70,70,122.566353,random_routes,2,31,344,77,2,1,0,0,15361,15361,120836,120836,95,95,0.000704903878278076
1,71,71,125.010456,worst_time_per_person,3,46,682,122,3,1,0,0,15361,15361,120836,120836,95,95,0.0006943303201039049
1,72,72,125.629124,random_routes,2,31,362,30,2,1,0,0,15361,15361,120836,120836,95,95,0.0006839153653023463
1,73,73,127.277001,low_utilization,3,42,554,73,3,1,0,0,15361,15361,120836,120836,95,95,0.0006736566348228111
1,74,74,127.294646,worst_time_per_person,2,28,508,9,2,1,0,0,15361,15361,120836,120836,95,95,0.0006635517853004689
1,75,75,129.885196,land_reassignment,3,52,465,81,3,1,0,0,15361,15361,120836,120836,95,95,0.0006535985085209619
1,76,76,132.369927,low_utilization,3,41,439,138,3,1,0,0,15361,15361,120836,120836,95,95,0.0006437945308931474
1,77,77,133.924267,worst_time_per_person,3,45,716,126,3,1,1,1,15354,15354,121134,121134,95,95,0.0006341376129297503
1,78,78,137.008723,random_routes,2,32,344,79,2,1,0,0,15354,15354,121134,121134,95,95,0.0006246255487358039
1,79,79,137.033066,low_utilization,2,24,270,34,2,1,0,0,15354,15354,121134,121134,95,95,0.0006152561655047669
1,80,80,141.877484,random_routes,3,55,451,144,3,1,0,0,15354,15354,121134,121134,95,95,0.0006060273230221954
1,81,81,142.199621,related_routes,3,46,592,36,3,1,0,0,15354,15354,121134,121134,95,95,0.0005969369131768625
1,82,82,142.938643,random_routes,2,33,318,34,2,1,0,0,15354,15354,121134,121134,95,95,0.0005879828594792096
1,83,83,143.03971,worst_time_per_person,2,35,542,134,2,1,0,0,15354,15354,121134,121134,95,95,0.0005791631165870214
1,84,84,143.088352,land_reassignment,3,54,412,80,3,1,0,0,15354,15354,121134,121134,95,95,0.0005704756698382161
1,85,85,143.58716,land_reassignment,3,52,465,81,3,1,0,0,15354,15354,121134,121134,95,95,0.0005619185347906429
1,86,86,143.602037,land_reassignment,2,35,258,36,2,1,0,0,15354,15354,121134,121134,95,95,0.0005534897567687833
1,87,87,143.620717,land_reassignment,3,57,434,36,3,1,0,0,15354,15354,121134,121134,95,95,0.0005451874104172515
1,88,88,143.641003,worst_time_per_person,2,35,505,75,2,1,0,0,15354,15354,121134,121134,95,95,0.0005370095992609928
1,89,89,145.361382,worst_time_per_person,3,45,682,122,3,1,0,0,15354,15354,121134,121134,95,95,0.0005289544552720778
1,90,90,147.217465,random_routes,2,27,272,75,2,1,0,0,15354,15354,121134,121134,95,95,0.0005210201384429966
1,91,91,150.416027,low_utilization,3,44,573,130,3,1,0,0,15354,15354,121134,121134,95,95,0.0005132048363663517
2,92,1,151.90336,worst_time_per_person,3,44,682,122,3,1,0,0,15354,15354,121134,121134,95,95,0.002
2,93,2,151.92322,land_reassignment,4,73,558,81,4,1,0,0,15354,15354,121134,121134,95,95,0.00197
2,94,3,154.330316,random_routes,3,48,431,77,3,1,0,0,15354,15354,121134,121134,95,95,0.00194045
2,95,4,156.643629,worst_time_per_person,4,64,878,132,4,1,0,0,15354,15354,121134,121134,95,95,0.0019113432500000001
2,96,5,159.39238,random_routes,3,44,537,140,3,1,0,0,15354,15354,121134,121134,95,95,0.00188267310125
2,97,6,163.346035,random_routes,4,68,714,126,4,1,0,0,15354,15354,121134,121134,95,95,0.00185443300473125
2,98,7,164.043084,worst_time_per_person,4,69,967,124,4,1,0,0,15354,15354,121134,121134,95,95,0.0018266165096602813
2,99,8,164.071844,land_reassignment,3,54,408,81,3,1,0,0,15354,15354,121134,121134,95,95,0.0017992172620153772
2,100,9,165.522737,worst_time_per_person,3,47,741,120,3,1,0,0,15354,15354,121134,121134,95,95,0.0017722290030851465
2,101,10,171.501462,worst_time_per_person,4,62,857,193,4,1,0,0,15354,15354,121134,121134,95,95,0.0017456455680388693
2,102,11,176.479878,low_utilization,3,42,437,138,3,1,0,0,15354,15354,121134,121134,95,95,0.0017194608845182862
2,103,12,181.272517,random_routes,4,66,648,144,4,1,0,0,15354,15354,121134,121134,95,95,0.0016936689712505118
2,104,13,183.973544,related_routes,3,52,335,81,3,1,1,1,15354,15354,121127,121127,95,95,0.0016682639366817542
2,105,14,188.524225,low_utilization,3,45,492,219,3,1,0,0,15354,15354,121127,121127,95,95,0.001643239977631528
2,106,15,198.093122,low_utilization,4,61,640,306,4,1,0,0,15354,15354,121127,121127,95,95,0.001618591377967055
2,107,16,198.151259,worst_time_per_person,3,50,751,71,3,1,0,0,15354,15354,121127,121127,95,95,0.001594312507297549
2,108,17,199.531119,random_routes,3,54,624,67,3,1,0,0,15354,15354,121127,121127,95,95,0.001570397819688086
2,109,18,200.054064,worst_time_per_person,3,49,729,71,3,1,0,0,15354,15354,121127,121127,95,95,0.0015468418523927646
