stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,4.363105,worst_time_per_person,3,50,773,124,3,1,0,0,15371,15371,120870,120870,95,95,0.002
2,2,1,8.895014,land_reassignment,3,54,388,144,3,1,1,1,15361,15361,120829,120829,95,95,0.002
