stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,10.535432,worst_time_per_person,5,75,1048,278,5,1,0,0,15371,15371,120870,120870,95,95,0.002
1,2,2,19.093122,land_reassignment,5,89,620,225,5,1,1,1,15361,15361,120829,120829,95,95,0.00197
1,3,3,27.192399,worst_time_per_person,6,97,1391,274,6,1,1,1,15361,15361,120629,120629,95,95,0.00194045
1,4,4,51.518718,low_utilization,6,87,1014,762,6,1,0,0,15361,15361,120788,120629,95,95,0.0019113432500000001
1,5,5,65.543356,low_utilization,5,79,785,548,5,1,1,0,15361,15361,120629,120629,95,95,0.00188267310125
2,6,1,93.958368,low_utilization,8,130,1298,1033,8,0,0,0,15361,15361,120629,120629,95,95,0.002
2,7,2,108.74396,related_routes,8,131,1489,324,7,1,1,1,15329,15329,121913,121913,94,94,0.00197
2,8,3,126.965932,worst_time_per_person,7,110,1509,663,7,1,0,0,15339,15329,121475,121913,94,94,0.00194045
2,9,4,143.613895,random_routes,6,100,946,551,6,1,0,0,15339,15329,121475,121913,94,94,0.0019113432500000001
2,10,5,150.658492,related_routes,7,116,1792,294,7,1,0,0,15361,15329,121995,121913,94,94,0.00188267310125
