operator,uses,repair_success,accepted,primary_improvement,new_best,primary_gain_minutes,runtime_seconds,mean_local_master_size,max_local_master_size
high_cost_route,1,0,0,0,0,0,16.477123,0,0
low_utilization_route,3,3,3,2,3,53,31.403857,964,1109
shared_facility_flow,0,0,0,0,0,0,0.0,0.0,0
land_heavy_route,3,3,2,1,2,11,27.157651,956.667,1325
