stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,11.450811,land_reassignment,5,92,628,144,5,1,1,1,15360,15360,120808,120808,95,95,0.002
1,2,2,28.654412,random_routes,6,107,1043,290,6,1,0,0,15360,15360,120808,120808,95,95,0.00197
2,3,1,55.690132,worst_time_per_person,6,91,1316,486,6,0,0,0,15360,15360,120808,120808,95,95,0.002
2,4,2,67.696459,related_routes,6,102,876,223,6,0,0,0,15360,15360,120808,120808,95,95,0.00197
