stage,operator,weight,calls,accepted,improved,new_global_best,feasible_repairs,failed_repairs,total_gain_minutes,mean_gain_when_improving,runtime_seconds,mean_destroyed_routes
1,land_reassignment,1.0,2,2,1,1,2,0,10,10.0,17.391,5.5
1,low_utilization,1.0,5,4,2,2,5,0,36,18.0,77.547,5.6
1,random_routes,1.0,2,2,0,0,2,0,0,0.0,18.223,5.5
1,related_routes,1.0,2,1,0,0,2,0,0,0.0,6.711,5.0
1,worst_time_per_person,1.0,3,2,0,0,3,0,0,0.0,35.591,5.667
2,land_reassignment,1.0,2,0,0,0,2,0,0,0.0,16.129,7.0
2,low_utilization,1.0,3,3,3,2,3,0,25,8.333,34.093,6.0
2,random_routes,1.0,3,3,0,0,3,0,0,0.0,32.016,6.333
2,related_routes,1.0,2,2,2,2,2,0,44,22.0,30.138,7.5
2,worst_time_per_person,1.0,3,2,1,0,3,0,0,0.0,43.177,7.333
