operator,uses,repair_success,accepted,primary_improvement,new_best,primary_gain_minutes,runtime_seconds,mean_local_master_size,max_local_master_size
high_cost_route,2,0,0,0,0,0,18.285176,0,0
low_utilization_route,4,2,2,2,2,40,32.769855,286.25,1037
shared_facility_flow,2,0,0,0,0,0,13.862957,0,0
land_heavy_route,4,0,0,0,0,0,31.368765,0,0
