stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,8.915226,land_reassignment,5,88,702,144,5,1,0,0,17222,17222,120609,120609,110,110,0.002
1,2,2,20.34915,land_reassignment,5,89,640,225,5,1,0,0,17222,17222,120609,120609,110,110,0.00197
1,3,3,35.296474,low_utilization,6,50,922,304,4,1,1,1,17032,17032,120934,120934,108,108,0.00194045
1,4,4,56.88974,random_routes,6,97,915,280,6,1,0,0,17032,17032,120934,120934,108,108,0.0019113432500000001
1,5,5,71.133505,worst_time_per_person,5,31,851,268,4,1,1,1,16863,16863,120804,120804,107,107,0.00188267310125
1,6,6,75.778833,land_reassignment,5,80,720,77,5,1,0,0,16863,16863,120804,120804,107,107,0.00185443300473125
1,7,7,87.638553,worst_time_per_person,6,53,1247,274,3,1,1,1,16424,16424,121138,121138,104,104,0.0018266165096602813
1,8,8,95.739904,related_routes,6,102,816,144,6,1,0,0,16424,16424,121138,121138,104,104,0.0017992172620153772
1,9,9,98.754757,land_reassignment,6,99,786,144,6,1,0,0,16424,16424,121138,121138,104,104,0.0017722290030851465
1,10,10,106.524643,land_reassignment,6,97,881,144,6,1,1,1,16421,16421,120998,120998,104,104,0.0017456455680388693
1,11,11,119.313483,low_utilization,6,71,877,395,5,1,1,1,16368,16368,121345,121345,103,103,0.0017194608845182862
1,12,12,125.640352,low_utilization,5,60,784,187,4,1,1,1,16340,16340,121958,121958,102,102,0.0016936689712505118
1,13,13,138.198959,low_utilization,6,74,1004,288,4,1,1,1,16248,16248,124120,124120,100,100,0.0016682639366817542
1,14,14,144.270301,worst_time_per_person,5,79,1323,159,5,1,1,1,16127,16127,122795,122795,100,100,0.001643239977631528
1,15,15,161.937695,random_routes,5,74,866,262,5,1,0,0,16127,16127,123038,122795,100,100,0.001618591377967055
2,16,1,195.702599,worst_time_per_person,6,69,1169,722,6,1,1,1,16115,16115,123535,123535,100,100,0.002
2,17,2,201.437145,land_reassignment,6,108,1581,120,6,1,0,0,16120,16115,123142,123535,100,100,0.00197
2,18,3,226.763151,worst_time_per_person,7,105,1558,915,8,0,0,0,16120,16115,123142,123535,100,100,0.00194045
2,19,4,247.464781,worst_time_per_person,8,139,1937,448,8,1,1,0,16116,16115,123793,123535,100,100,0.0019113432500000001
2,20,5,277.700319,low_utilization,8,107,1555,1106,12,0,0,0,16116,16115,123793,123535,100,100,0.00188267310125
2,21,6,300.78779,random_routes,6,88,933,302,5,1,1,1,16102,16102,124377,124377,99,99,0.00185443300473125
2,22,7,310.568597,random_routes,6,98,981,209,6,1,0,0,16102,16102,124377,124377,99,99,0.0018266165096602813
2,23,8,319.788666,land_reassignment,8,142,2011,201,8,1,1,1,16093,16093,124619,124619,99,99,0.0017992172620153772
