stage,iteration,operator,weight
1,15,random_routes,1.0
1,15,related_routes,1.0
1,15,low_utilization,2.25
1,15,worst_time_per_person,3.75
1,15,land_reassignment,1.6875
1,30,random_routes,1.0
1,30,related_routes,2.375
1,30,low_utilization,2.354167
1,30,worst_time_per_person,3.0625
1,30,land_reassignment,1.515625
1,45,random_routes,1.0
1,45,related_routes,2.03125
1,45,low_utilization,2.015625
1,45,worst_time_per_person,4.380208
1,45,land_reassignment,1.386719
1,60,random_routes,1.0
1,60,related_routes,3.148438
1,60,low_utilization,1.699219
1,60,worst_time_per_person,3.535156
1,60,land_reassignment,1.290039
2,15,random_routes,1.0
2,15,related_routes,0.916667
2,15,low_utilization,1.0
2,15,worst_time_per_person,3.75
2,15,land_reassignment,1.0
2,30,random_routes,0.75
2,30,related_routes,2.3125
2,30,low_utilization,1.916667
2,30,worst_time_per_person,3.6125
2,30,land_reassignment,1.45
2,45,random_routes,0.5625
2,45,related_routes,2.671875
2,45,low_utilization,1.6875
2,45,worst_time_per_person,2.959375
2,45,land_reassignment,1.15
2,60,random_routes,0.671875
2,60,related_routes,2.503906
2,60,low_utilization,1.515625
2,60,worst_time_per_person,2.683817
2,60,land_reassignment,1.1125
