stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,9.343174,land_reassignment,5,86,714,141,5,1,0,0,15743,15743,120396,120396,100,100,0.002
1,2,2,17.558056,random_routes,6,105,1000,197,6,1,0,0,15743,15743,120396,120396,100,100,0.00197
1,3,3,24.463287,related_routes,6,99,1110,81,6,1,1,1,15743,15743,119554,119554,100,100,0.00194045
1,4,4,26.927197,land_reassignment,5,86,714,141,5,1,0,0,15743,15743,119554,119554,100,100,0.0019113432500000001
1,5,5,45.921616,worst_time_per_person,6,84,1298,367,6,0,0,0,15743,15743,119554,119554,100,100,0.00188267310125
1,6,6,54.658425,land_reassignment,5,89,745,77,5,1,0,0,15743,15743,119554,119554,100,100,0.00185443300473125
1,7,7,63.690435,related_routes,6,96,1066,144,6,0,0,0,15743,15743,119554,119554,100,100,0.0018266165096602813
1,8,8,74.240927,related_routes,6,99,1034,144,6,0,0,0,15743,15743,119554,119554,100,100,0.0017992172620153772
1,9,9,82.067173,random_routes,5,83,798,138,5,1,0,0,15743,15743,119554,119554,100,100,0.0017722290030851465
1,10,10,88.516608,worst_time_per_person,5,77,1094,367,5,1,0,0,15757,15743,120038,119554,100,100,0.0017456455680388693
1,11,11,93.718049,related_routes,5,88,702,144,5,1,0,0,15757,15743,120038,119554,100,100,0.0017194608845182862
1,12,12,113.841758,low_utilization,6,80,823,427,5,1,1,1,15715,15715,120808,120808,99,99,0.0016936689712505118
1,13,13,128.975297,random_routes,6,100,871,419,6,1,0,0,15715,15715,120808,120808,99,99,0.0016682639366817542
1,14,14,140.119006,worst_time_per_person,5,70,940,221,4,1,1,1,15675,15675,121031,121031,98,98,0.001643239977631528
1,15,15,152.193818,related_routes,5,80,887,221,5,1,1,1,15672,15672,120204,120204,98,98,0.001618591377967055
2,16,1,169.774556,worst_time_per_person,6,87,1269,359,5,1,1,1,15592,15592,121351,121351,97,97,0.002
2,17,2,203.49406,land_reassignment,6,105,756,324,6,1,0,0,15592,15592,121351,121351,97,97,0.00197
2,18,3,232.057695,low_utilization,6,88,1014,518,6,0,0,0,15592,15592,121351,121351,97,97,0.00194045
2,19,4,255.332534,related_routes,8,137,1280,435,8,0,0,0,15592,15592,121351,121351,97,97,0.0019113432500000001
2,20,5,259.350201,land_reassignment,8,144,1129,225,8,1,0,0,15592,15592,121351,121351,97,97,0.00188267310125
2,21,6,284.706121,random_routes,7,106,1188,524,7,0,0,0,15592,15592,121351,121351,97,97,0.00185443300473125
2,22,7,289.73913,land_reassignment,6,102,881,221,6,1,0,0,15592,15592,121351,121351,97,97,0.0018266165096602813
2,23,8,307.509405,land_reassignment,7,113,1195,318,6,1,1,1,15584,15584,122923,122923,96,96,0.0017992172620153772
