stage,operator,weight,calls,accepted,improved,new_global_best,feasible_repairs,failed_repairs,total_gain_minutes,mean_gain_when_improving,runtime_seconds,mean_destroyed_routes
1,land_reassignment,1.0,3,3,0,0,3,0,0,0.0,20.542,5.0
1,low_utilization,3.75,1,1,1,1,1,0,42,42.0,20.123,6.0
1,random_routes,1.0,3,3,0,0,3,0,0,0.0,31.174,5.667
1,related_routes,2.0,5,3,2,2,5,0,3,1.5,43.761,5.6
1,worst_time_per_person,1.833333,3,2,1,1,3,0,40,40.0,36.587,5.333
2,land_reassignment,1.0,4,4,1,1,4,0,8,8.0,60.536,6.75
2,low_utilization,1.0,1,0,0,0,1,0,0,0.0,28.563,6.0
2,random_routes,1.0,1,0,0,0,1,0,0,0.0,25.356,7.0
2,related_routes,1.0,1,0,0,0,1,0,0,0.0,23.274,8.0
2,worst_time_per_person,1.0,1,1,1,1,1,0,80,80.0,17.581,6.0
