operator,uses,repair_success,accepted,primary_improvement,new_best,primary_gain_minutes,runtime_seconds,mean_local_master_size,max_local_master_size
high_cost_route,0,0,0,0,0,0,0.0,0.0,0
low_utilization_route,7,7,7,4,4,68,46.0035,919.571,1131
shared_facility_flow,4,4,4,1,1,2,18.850017,954.25,1114
land_heavy_route,0,0,0,0,0,0,0.0,0.0,0
