stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,repair_candidates_considered,repair_candidates_selected,repair_exact_candidate_builds,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,4.476443,low_utilization,4,68,638,142,4,144,144,144,1,0,0,14743,14743,120919,120919,89,89,0.002
1,2,2,8.595042,related_routes,5,94,892,144,5,144,144,144,1,0,0,14743,14743,120919,120919,89,89,0.00197
1,3,3,13.457688,random_routes,4,76,616,144,4,144,144,144,1,0,0,14743,14743,120919,120919,89,89,0.00194045
1,4,4,22.52986,random_routes,4,71,693,298,4,318,318,306,1,0,0,14743,14743,120919,120919,89,89,0.0019113432500000001
1,5,5,37.188601,low_utilization,5,83,820,564,5,576,576,477,1,0,0,14743,14743,120919,120919,89,89,0.00188267310125
1,6,6,41.84614,low_utilization,4,70,772,296,4,324,324,180,1,0,0,14743,14743,120919,120919,89,89,0.00185443300473125
1,7,7,48.527296,low_utilization,4,71,637,318,4,324,324,243,1,0,0,14743,14743,120919,120919,89,89,0.0018266165096602813
1,8,8,58.776266,land_reassignment,5,92,788,319,5,324,324,306,1,0,0,14743,14743,120919,120919,89,89,0.0017992172620153772
1,9,9,58.932957,land_reassignment,4,76,613,221,4,225,225,0,1,0,0,14743,14743,120919,120919,89,89,0.0017722290030851465
1,10,10,71.31096,random_routes,5,92,830,413,5,441,441,414,1,0,0,14743,14743,120919,120919,89,89,0.0017456455680388693
1,11,11,83.091911,random_routes,5,83,874,399,5,441,441,405,1,0,0,14743,14743,120919,120919,89,89,0.0017194608845182862
1,12,12,86.739861,random_routes,4,69,548,144,4,144,144,117,1,0,0,14743,14743,120919,120919,89,89,0.0016936689712505118
1,13,13,90.407089,low_utilization,4,65,642,225,4,225,225,90,1,0,0,14743,14743,120919,120919,89,89,0.0016682639366817542
1,14,14,99.968692,worst_time_per_person,5,83,1066,375,5,441,441,351,1,0,0,14743,14743,120919,120919,89,89,0.001643239977631528
1,15,15,110.957737,worst_time_per_person,4,70,897,423,4,435,435,360,1,0,0,14743,14743,120919,120919,89,89,0.001618591377967055
1,16,16,115.131824,low_utilization,5,85,898,435,5,441,441,126,1,0,0,14743,14743,120919,120919,89,89,0.001594312507297549
1,17,17,119.806193,worst_time_per_person,4,73,965,409,4,441,441,162,1,0,0,14743,14743,120919,120919,89,89,0.001570397819688086
1,18,18,125.135478,related_routes,4,70,516,144,4,144,144,108,1,0,0,14743,14743,120919,120919,89,89,0.0015468418523927646
1,19,19,130.055027,worst_time_per_person,5,86,1067,423,5,435,435,162,1,0,0,14743,14743,120919,120919,89,89,0.001523639224606873
1,20,20,130.886238,worst_time_per_person,4,73,969,296,4,324,324,36,1,0,0,14743,14743,120919,120919,89,89,0.00150078463623777
1,21,21,136.078376,random_routes,5,88,770,215,5,225,225,171,1,0,0,14743,14743,120919,120919,89,89,0.0014782728666942035
1,22,22,137.067257,worst_time_per_person,4,73,967,193,4,225,225,36,1,0,0,14743,14743,120919,120919,89,89,0.0014560987736937903
1,23,23,138.15211,worst_time_per_person,5,89,1168,409,5,435,435,36,1,0,0,14743,14743,120919,120919,89,89,0.0014342572920883834
1,24,24,138.75729,worst_time_per_person,4,73,926,292,4,324,324,18,1,0,0,14743,14743,120919,120919,89,89,0.0014127434327070576
1,25,25,151.383981,random_routes,5,92,908,517,5,576,576,405,1,0,0,14743,14743,120919,120919,89,89,0.0013915522812164517
1,26,26,151.73888,land_reassignment,5,92,788,319,5,324,324,0,1,0,0,14743,14743,120919,120919,89,89,0.0013706789969982049
1,27,27,155.299747,random_routes,5,89,924,294,5,318,318,108,1,0,0,14743,14743,120919,120919,89,89,0.0013501188120432317
1,28,28,157.815708,related_routes,4,70,526,81,4,81,81,63,1,0,0,14743,14743,120919,120919,89,89,0.001329867029862583
1,29,29,163.060373,random_routes,4,73,672,203,4,225,225,171,1,0,0,14743,14743,120919,120919,89,89,0.0013099190244146442
1,30,30,168.718253,random_routes,4,75,620,215,4,225,225,189,1,0,0,14743,14743,120919,120919,89,89,0.0012902702390484245
1,31,31,175.391428,low_utilization,4,70,727,397,4,417,417,252,1,0,0,14743,14743,120919,120919,89,89,0.0012709161854626981
1,32,32,178.218918,low_utilization,4,64,591,221,4,225,225,90,1,0,0,14743,14743,120919,120919,89,89,0.0012518524426807576
1,33,33,184.603552,low_utilization,5,82,898,435,5,435,435,108,0,0,0,14743,14743,120919,120919,89,89,0.0012330746560405463
1,34,34,184.704762,related_routes,4,70,520,81,4,81,81,0,1,1,1,14743,14743,120913,120913,89,89,0.0012145785361999382
1,35,35,184.827387,low_utilization,4,72,758,288,4,324,324,0,1,0,0,14743,14743,120913,120913,89,89,0.001196359858156939
1,36,36,188.366765,low_utilization,4,69,719,276,4,324,324,144,1,0,0,14743,14743,120913,120913,89,89,0.001178414460284585
1,37,37,188.743129,worst_time_per_person,4,70,952,306,4,324,324,0,1,0,0,14743,14743,120913,120913,89,89,0.0011607382433803163
1,38,38,195.045642,random_routes,5,89,832,318,5,324,324,198,1,0,0,14743,14743,120913,120913,89,89,0.0011433271697296114
1,39,39,198.599028,related_routes,5,94,764,144,5,144,144,72,1,0,0,14743,14743,120913,120913,89,89,0.0011261772621836673
1,40,40,205.227882,random_routes,4,73,761,405,4,441,441,207,1,0,0,14743,14743,120913,120913,89,89,0.0011092846032509122
1,41,41,208.278719,low_utilization,5,79,706,322,5,324,324,90,1,0,0,14743,14743,120913,120913,89,89,0.0010926453342021485
1,42,42,214.553822,low_utilization,5,86,931,643,5,675,675,204,1,0,0,14743,14743,120913,120913,89,89,0.0010762556541891162
1,43,43,214.853148,related_routes,5,89,1156,207,5,225,225,0,1,0,0,14743,14743,120913,120913,89,89,0.0010601118193762794
1,44,44,215.342816,worst_time_per_person,4,70,908,140,4,144,144,0,1,0,0,14743,14743,120913,120913,89,89,0.0010442101420856352
1,45,45,219.144206,worst_time_per_person,5,89,1217,365,5,441,441,72,1,0,0,14743,14743,120913,120913,89,89,0.0010285469899543507
1,46,46,223.119933,related_routes,4,70,447,144,4,144,144,117,1,0,0,14743,14743,120913,120913,89,89,0.0010131187851050354
1,47,47,225.160684,land_reassignment,5,95,800,319,5,324,324,54,1,0,0,14743,14743,120913,120913,89,89,0.0009979220033284597
1,48,48,225.52873,land_reassignment,5,92,788,319,5,324,324,0,1,0,0,14743,14743,120913,120913,89,89,0.0009829531732785328
1,49,49,227.194065,related_routes,4,70,809,144,4,144,144,36,1,1,1,14742,14742,120265,120265,89,89,0.0009682088756793548
1,50,50,233.561045,random_routes,5,86,774,425,5,441,441,216,1,0,0,14742,14742,120265,120265,89,89,0.0009536857425441644
1,51,51,233.708241,land_reassignment,4,76,613,221,4,225,225,0,1,0,0,14742,14742,120265,120265,89,89,0.0009393804564060019
1,52,52,233.80498,worst_time_per_person,4,70,923,308,4,324,324,0,1,0,0,14742,14742,120265,120265,89,89,0.0009252897495599119
1,53,53,233.941252,worst_time_per_person,4,73,980,387,4,441,441,0,1,0,0,14742,14742,120265,120265,89,89,0.0009114104033165132
1,54,54,236.952728,related_routes,5,91,918,201,5,201,201,60,1,0,0,14742,14742,120265,120265,89,89,0.0008977392472667655
1,55,55,240.228203,related_routes,5,89,693,225,5,225,225,72,1,0,0,14742,14742,120265,120265,89,89,0.000884273158557764
1,56,56,248.237433,random_routes,4,71,628,419,4,435,435,252,1,0,0,14742,14742,120265,120265,89,89,0.0008710090611793975
1,57,57,251.152601,worst_time_per_person,5,92,1227,496,5,570,570,108,1,0,0,14742,14742,120265,120265,89,89,0.0008579439252617066
1,58,58,251.564995,worst_time_per_person,4,73,1021,201,4,225,225,0,1,0,0,14742,14742,120265,120265,89,89,0.0008450747663827809
1,59,59,255.918684,related_routes,5,91,982,144,5,144,144,36,1,0,0,14742,14742,120265,120265,89,89,0.0008323986448870392
1,60,60,256.069486,land_reassignment,4,76,613,221,4,225,225,0,1,0,0,14742,14742,120265,120265,89,89,0.0008199126652137336
1,61,61,256.219756,land_reassignment,4,76,613,221,4,225,225,0,1,0,0,14742,14742,120265,120265,89,89,0.0008076139752355276
1,62,62,259.085485,random_routes,4,70,727,279,4,324,324,108,1,0,0,14742,14742,120265,120265,89,89,0.0007954997656069948
1,63,63,266.515642,random_routes,5,87,713,312,5,324,324,234,1,0,0,14742,14742,120265,120265,89,89,0.0007835672691228899
1,64,64,267.4402,related_routes,5,94,764,144,5,144,144,0,1,0,0,14742,14742,120265,120265,89,89,0.0007718137600860465
1,65,65,274.434212,random_routes,5,92,854,429,5,435,435,216,1,0,0,14742,14742,120265,120265,89,89,0.0007602365536847558
1,66,66,274.534255,related_routes,4,70,520,81,4,81,81,0,1,0,0,14742,14742,120265,120265,89,89,0.0007488330053794845
1,67,67,275.480886,worst_time_per_person,5,86,1113,526,5,570,570,36,1,0,0,14742,14742,120265,120265,89,89,0.0007376005102987922
1,68,68,277.492978,random_routes,4,73,709,203,4,225,225,72,1,0,0,14742,14742,120265,120265,89,89,0.0007265365026443104
1,69,69,279.648747,related_routes,5,86,642,144,5,144,144,54,1,0,0,14742,14742,120265,120265,89,89,0.0007156384551046457
1,70,70,281.366338,related_routes,5,89,1181,207,5,225,225,0,1,0,0,14742,14742,120265,120265,89,89,0.000704903878278076
1,71,71,290.655382,random_routes,5,95,980,537,5,570,570,270,1,0,0,14742,14742,120265,120265,89,89,0.0006943303201039049
1,72,72,291.009234,related_routes,4,66,497,81,4,81,81,0,1,1,1,14742,14742,120240,120240,89,89,0.0006839153653023463
1,73,73,291.91642,related_routes,5,94,764,144,5,144,144,0,1,0,0,14742,14742,120240,120240,89,89,0.0006736566348228111
1,74,74,295.418959,related_routes,4,73,654,222,4,225,225,90,1,0,0,14742,14742,120240,120240,89,89,0.0006635517853004689
1,75,75,295.941322,related_routes,5,85,641,144,5,144,144,0,1,0,0,14742,14742,120240,120240,89,89,0.0006535985085209619
1,76,76,299.417443,related_routes,4,76,676,215,4,219,219,90,1,0,0,14742,14742,120240,120240,89,89,0.0006437945308931474
1,77,77,302.96572,related_routes,4,75,610,138,4,138,138,63,1,0,0,14742,14742,120240,120240,89,89,0.0006341376129297503
2,78,1,303.178249,land_reassignment,5,95,800,319,5,324,324,324,1,0,0,14742,14742,120240,120240,89,89,0.002
2,79,2,303.535635,land_reassignment,5,92,788,319,5,324,324,99,1,0,0,14742,14742,120240,120240,89,89,0.00197
2,80,3,307.873142,related_routes,5,92,763,430,5,435,435,354,1,0,0,14742,14742,120240,120240,89,89,0.00194045
2,81,4,309.023138,worst_time_per_person,6,107,1393,504,6,576,576,576,1,0,0,14742,14742,120240,120240,89,89,0.0019113432500000001
2,82,5,317.931731,low_utilization,6,108,994,852,6,900,900,882,1,0,0,14742,14742,120240,120240,89,89,0.00188267310125
2,83,6,320.136012,low_utilization,5,89,914,417,5,441,441,270,1,0,0,14742,14742,120240,120240,89,89,0.00185443300473125
2,84,7,320.565984,worst_time_per_person,5,89,1155,306,5,324,324,99,1,0,0,14742,14742,120240,120240,89,89,0.0018266165096602813
2,85,8,321.017599,low_utilization,5,87,835,421,5,441,441,0,1,0,0,14742,14742,120240,120240,89,89,0.0017992172620153772
2,86,9,326.060335,worst_time_per_person,6,99,1262,409,6,435,435,291,0,0,0,14742,14742,120240,120240,89,89,0.0017722290030851465
2,87,10,326.600685,land_reassignment,6,111,975,435,6,441,441,18,1,0,0,14742,14742,120240,120240,89,89,0.0017456455680388693
2,88,11,327.140321,land_reassignment,6,111,975,435,6,441,441,0,1,0,0,14742,14742,120240,120240,89,89,0.0017194608845182862
2,89,12,327.681889,land_reassignment,6,111,975,435,6,441,441,0,1,0,0,14742,14742,120240,120240,89,89,0.0016936689712505118
2,90,13,335.642955,low_utilization,6,107,1060,721,6,729,729,504,1,0,0,14742,14742,120240,120240,89,89,0.0016682639366817542
2,91,14,336.310972,related_routes,5,92,1002,144,5,144,144,108,1,0,0,14742,14742,120240,120240,89,89,0.001643239977631528
2,92,15,337.833082,low_utilization,6,104,996,304,6,324,324,0,1,0,0,14742,14742,120240,120240,89,89,0.001618591377967055
2,93,16,338.377051,land_reassignment,6,111,975,435,6,441,441,0,1,0,0,14742,14742,120240,120240,89,89,0.001594312507297549
2,94,17,340.210087,low_utilization,5,90,880,433,5,441,441,72,1,0,0,14742,14742,120240,120240,89,89,0.001570397819688086
2,95,18,340.573703,land_reassignment,5,92,788,319,5,324,324,0,1,0,0,14742,14742,120240,120240,89,89,0.0015468418523927646
2,96,19,341.102496,land_reassignment,6,111,975,435,6,441,441,0,1,0,0,14742,14742,120240,120240,89,89,0.001523639224606873
2,97,20,341.458437,land_reassignment,5,92,788,319,5,324,324,0,1,0,0,14742,14742,120240,120240,89,89,0.00150078463623777
2,98,21,345.680219,random_routes,6,108,850,318,6,324,324,270,1,0,0,14742,14742,120240,120240,89,89,0.0014782728666942035
2,99,22,345.894578,land_reassignment,5,95,800,319,5,324,324,0,1,0,0,14742,14742,120240,120240,89,89,0.0014560987736937903
2,100,23,346.43893,land_reassignment,6,111,975,435,6,441,441,0,1,0,0,14742,14742,120240,120240,89,89,0.0014342572920883834
2,101,24,346.72948,worst_time_per_person,5,92,1236,401,5,441,441,72,1,0,0,14742,14742,120240,120240,89,89,0.0014127434327070576
2,102,25,348.450514,worst_time_per_person,6,104,1338,595,6,723,723,252,1,0,0,14742,14742,120240,120240,89,89,0.0013915522812164517
2,103,26,351.965893,related_routes,6,105,1351,195,6,225,225,36,1,1,1,14740,14740,120298,120298,89,89,0.0013706789969982049
2,104,27,354.81057,related_routes,6,102,1332,288,6,318,318,0,1,0,0,14740,14740,120298,120298,89,89,0.0013501188120432317
2,105,28,359.302088,random_routes,5,89,731,308,5,324,324,234,1,0,0,14740,14740,120298,120298,89,89,0.001329867029862583
2,106,29,361.154016,random_routes,5,91,877,324,5,324,324,150,1,0,0,14740,14740,120298,120298,89,89,0.0013099190244146442
2,107,30,368.426052,related_routes,6,111,943,324,6,324,324,108,1,1,1,14738,14738,120298,120298,89,89,0.0012902702390484245
2,108,31,370.741659,related_routes,5,89,978,225,5,225,225,54,1,0,0,14738,14738,120298,120298,89,89,0.0012709161854626981
2,109,32,371.553649,land_reassignment,6,111,950,320,6,324,324,54,1,0,0,14738,14738,120298,120298,89,89,0.0012518524426807576
2,110,33,373.844796,related_routes,6,110,1127,318,6,318,318,90,1,0,0,14738,14738,120298,120298,89,89,0.0012330746560405463
2,111,34,384.636274,related_routes,6,103,791,441,6,441,441,378,1,0,0,14738,14738,120298,120298,89,89,0.0012145785361999382
2,112,35,389.893536,related_routes,6,114,945,140,6,144,144,108,1,0,0,14738,14738,120298,120298,89,89,0.001196359858156939
2,113,36,390.075989,land_reassignment,6,111,950,320,6,324,324,0,1,0,0,14738,14738,120298,120298,89,89,0.001178414460284585
2,114,37,390.256626,worst_time_per_person,5,86,1152,280,5,318,318,18,1,0,0,14738,14738,120298,120298,89,89,0.0011607382433803163
2,115,38,392.846555,low_utilization,5,86,904,566,5,570,570,324,1,1,1,14738,14738,119983,119983,89,89,0.0011433271697296114
2,116,39,398.896303,worst_time_per_person,6,104,1312,538,6,570,570,252,1,0,0,14738,14738,119983,119983,89,89,0.0011261772621836673
2,117,40,401.027679,related_routes,5,89,573,225,5,225,225,189,1,0,0,14738,14738,119983,119983,89,89,0.0011092846032509122
2,118,41,407.720836,related_routes,5,88,983,221,5,225,225,108,1,0,0,14738,14738,119983,119983,89,89,0.0010926453342021485
2,119,42,408.671377,related_routes,5,86,1133,189,5,219,219,0,1,0,0,14738,14738,119983,119983,89,89,0.0010762556541891162
2,120,43,415.270211,low_utilization,6,105,1134,866,6,900,900,414,1,0,0,14738,14738,119983,119983,89,89,0.0010601118193762794
2,121,44,415.420265,related_routes,6,111,956,319,6,324,324,0,1,0,0,14738,14738,119983,119983,89,89,0.0010442101420856352
2,122,45,415.786047,related_routes,5,95,772,140,5,144,144,0,1,0,0,14738,14738,119983,119983,89,89,0.0010285469899543507
2,123,46,417.295903,worst_time_per_person,5,86,1150,383,5,417,417,18,1,0,0,14738,14738,119983,119983,89,89,0.0010131187851050354
2,124,47,425.316672,low_utilization,6,107,1151,981,6,1089,1089,432,1,0,0,14738,14738,119983,119983,89,89,0.0009979220033284597
2,125,48,427.099321,random_routes,5,89,1021,393,5,441,441,108,1,0,0,14738,14738,119983,119983,89,89,0.0009829531732785328
2,126,49,429.965958,low_utilization,6,110,1186,643,6,729,729,180,1,0,0,14738,14738,119983,119983,89,89,0.0009682088756793548
2,127,50,434.497218,low_utilization,5,82,793,564,5,570,570,234,1,0,0,14738,14738,119983,119983,89,89,0.0009536857425441644
2,128,51,439.200509,related_routes,6,108,1151,318,6,318,318,54,1,0,0,14738,14738,119983,119983,89,89,0.0009393804564060019
2,129,52,441.430617,low_utilization,6,96,953,439,6,441,441,90,1,0,0,14738,14738,119983,119983,89,89,0.0009252897495599119
2,130,53,445.192843,low_utilization,6,96,987,892,6,894,894,108,1,0,0,14738,14738,119983,119983,89,89,0.0009114104033165132
2,131,54,445.361813,land_reassignment,6,111,950,320,6,324,324,0,1,0,0,14738,14738,119983,119983,89,89,0.0008977392472667655
2,132,55,450.673463,random_routes,5,92,762,319,5,324,324,144,1,0,0,14738,14738,119983,119983,89,89,0.000884273158557764
2,133,56,451.033447,related_routes,5,95,798,140,5,144,144,0,1,0,0,14738,14738,119983,119983,89,89,0.0008710090611793975
2,134,57,455.332794,low_utilization,6,103,1044,866,6,894,894,198,1,1,1,14738,14738,119958,119958,89,89,0.0008579439252617066
