operator,uses,repair_success,accepted,primary_improvement,new_best,primary_gain_minutes,runtime_seconds,mean_local_master_size,max_local_master_size
high_cost_route,3,1,1,1,1,30,38.867296,302.667,908
low_utilization_route,3,1,1,1,1,143,93.808316,243.667,731
shared_facility_flow,3,2,2,2,2,51,46.1882,742,1353
land_heavy_route,3,2,2,2,2,54,48.118965,526.333,988
