stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,2.743633,low_utilization,2,30,307,75,2,1,0,0,15371,15371,120870,120870,95,95,0.002
1,2,2,5.962513,random_routes,2,36,354,81,2,1,0,0,15371,15371,120870,120870,95,95,0.00197
1,3,3,7.981526,related_routes,2,35,300,36,2,1,1,1,15352,15352,120843,120843,95,95,0.00194045
1,4,4,10.823712,random_routes,3,54,546,77,3,1,0,0,15352,15352,120843,120843,95,95,0.0019113432500000001
1,5,5,12.074184,related_routes,3,46,384,34,3,1,0,0,15352,15352,120843,120843,95,95,0.00188267310125
1,6,6,13.750095,random_routes,2,32,240,35,2,1,0,0,15352,15352,120843,120843,95,95,0.00185443300473125
1,7,7,18.29135,random_routes,3,46,510,140,3,1,0,0,15352,15352,120843,120843,95,95,0.0018266165096602813
1,8,8,21.308729,land_reassignment,2,35,261,81,2,1,1,1,15342,15342,120809,120809,95,95,0.0017992172620153772
1,9,9,22.101026,worst_time_per_person,2,31,530,34,2,1,0,0,15342,15342,120809,120809,95,95,0.0017722290030851465
1,10,10,22.12145,related_routes,2,38,267,36,2,1,0,0,15342,15342,120809,120809,95,95,0.0017456455680388693
1,11,11,22.133149,worst_time_per_person,2,28,508,9,2,1,0,0,15342,15342,120809,120809,95,95,0.0017194608845182862
1,12,12,27.439753,low_utilization,3,45,488,138,3,1,0,0,15342,15342,120809,120809,95,95,0.0016936689712505118
1,13,13,31.098188,random_routes,3,50,525,136,3,1,0,0,15342,15342,120809,120809,95,95,0.0016682639366817542
1,14,14,31.672109,related_routes,2,30,368,9,2,1,0,0,15342,15342,120809,120809,95,95,0.001643239977631528
1,15,15,36.37804,related_routes,3,53,508,81,3,1,0,0,15342,15342,120809,120809,95,95,0.001618591377967055
1,16,16,37.976121,low_utilization,2,29,294,36,2,1,0,0,15342,15342,120809,120809,95,95,0.001594312507297549
