stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,7.347858,worst_time_per_person,4,59,857,112,4,1,0,0,15371,15371,120870,120870,95,95,0.002
1,2,2,15.883964,land_reassignment,4,73,504,144,4,1,1,1,15361,15361,120829,120829,95,95,0.00197
1,3,3,26.32864,worst_time_per_person,5,74,1117,201,5,1,0,0,15363,15361,121015,120829,95,95,0.00194045
1,4,4,41.942932,low_utilization,5,69,810,280,5,1,1,1,15354,15354,121127,121127,95,95,0.0019113432500000001
1,5,5,49.988271,worst_time_per_person,4,62,926,177,4,1,0,0,15354,15354,121127,121127,95,95,0.00188267310125
1,6,6,83.878234,random_routes,5,80,835,560,5,1,0,0,15354,15354,121127,121127,95,95,0.00185443300473125
1,7,7,92.528519,related_routes,5,89,674,144,5,1,0,0,15354,15354,121127,121127,95,95,0.0018266165096602813
1,8,8,108.029384,random_routes,5,84,846,318,5,0,0,0,15354,15354,121127,121127,95,95,0.0017992172620153772
1,9,9,120.51035,random_routes,4,64,686,296,4,1,0,0,15354,15354,121127,121127,95,95,0.0017722290030851465
1,10,10,126.962728,random_routes,4,70,633,136,4,1,0,0,15354,15354,121127,121127,95,95,0.0017456455680388693
1,11,11,133.512777,land_reassignment,5,87,741,144,5,1,0,0,15354,15354,121127,121127,95,95,0.0017194608845182862
1,12,12,143.066288,low_utilization,5,73,693,298,5,1,0,0,15354,15354,121127,121127,95,95,0.0016936689712505118
1,13,13,155.676123,low_utilization,4,54,591,217,4,1,0,0,15354,15354,121127,121127,95,95,0.0016682639366817542
2,14,1,168.576336,low_utilization,5,77,825,391,5,1,0,0,15354,15354,121127,121127,95,95,0.002
2,15,2,174.955397,random_routes,5,95,717,225,5,1,0,0,15354,15354,121127,121127,95,95,0.00197
2,16,3,188.135402,low_utilization,6,85,1027,395,5,1,1,1,15350,15350,122760,122760,94,94,0.00194045
2,17,4,203.79752,random_routes,5,88,780,316,5,1,0,0,15350,15350,122760,122760,94,94,0.0019113432500000001
2,18,5,208.666624,random_routes,5,87,835,219,5,1,0,0,15350,15350,122760,122760,94,94,0.00188267310125
2,19,6,228.20681,random_routes,5,83,945,417,5,1,0,0,15350,15350,122760,122760,94,94,0.00185443300473125
2,20,7,231.337335,land_reassignment,5,87,689,144,5,1,0,0,15350,15350,122760,122760,94,94,0.0018266165096602813
2,21,8,244.600534,related_routes,5,80,714,324,5,1,1,1,15318,15318,122358,122358,94,94,0.0017992172620153772
2,22,9,254.626941,low_utilization,5,78,895,508,5,1,0,0,15318,15318,122358,122358,94,94,0.0017722290030851465
2,23,10,272.690119,related_routes,6,103,937,717,7,0,0,0,15318,15318,122358,122358,94,94,0.0017456455680388693
2,24,11,307.202033,low_utilization,6,93,903,699,6,1,0,0,15318,15318,122605,122358,94,94,0.0017194608845182862
