operator,uses,repair_success,accepted,primary_improvement,new_best,primary_gain_minutes,runtime_seconds,mean_local_master_size,max_local_master_size
high_cost_route,3,0,0,0,0,0,14.8205,0,0
low_utilization_route,1,1,1,1,1,58,18.240903,967,967
shared_facility_flow,7,6,6,6,6,56,49.449644,895,1170
land_heavy_route,5,3,3,3,3,123,21.342272,400.4,992
