operator,uses,repair_success,accepted,primary_improvement,new_best,primary_gain_minutes,runtime_seconds,mean_local_master_size,max_local_master_size
high_cost_route,11,11,8,0,3,0,32.215567,978.182,1155
low_utilization_route,10,10,7,1,4,61,54.160204,1014.6,1221
shared_facility_flow,10,10,3,0,2,0,51.232118,1026.6,1322
land_heavy_route,15,15,10,0,2,0,43.88909,945.067,1157
