stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,25.477431,worst_time_per_person,5,77,1064,387,5,0,0,0,15371,15371,120870,120870,95,95,0.002
1,2,2,34.0027,worst_time_per_person,4,58,890,120,4,1,0,0,15389,15371,120646,120870,95,95,0.00197
1,3,3,45.821729,related_routes,5,87,814,225,5,1,0,0,15389,15371,120646,120870,95,95,0.00194045
1,4,4,51.926797,worst_time_per_person,4,62,879,189,4,1,1,0,15380,15371,120758,120870,95,95,0.0019113432500000001
1,5,5,62.574174,land_reassignment,4,73,504,144,4,1,1,1,15370,15370,120717,120717,95,95,0.00188267310125
1,6,6,67.676632,related_routes,5,90,719,81,5,1,0,0,15370,15370,120717,120717,95,95,0.00185443300473125
1,7,7,89.307248,low_utilization,5,73,851,399,5,1,1,1,15361,15361,120829,120829,95,95,0.0018266165096602813
1,8,8,96.890635,random_routes,4,63,534,140,4,1,0,0,15361,15361,120829,120829,95,95,0.0017992172620153772
1,9,9,106.95436,worst_time_per_person,4,66,888,276,4,1,0,0,15361,15361,120829,120829,95,95,0.0017722290030851465
1,10,10,116.049665,related_routes,4,68,455,144,4,1,0,0,15361,15361,120829,120829,95,95,0.0017456455680388693
1,11,11,124.901681,land_reassignment,5,95,710,144,5,1,0,0,15361,15361,120829,120829,95,95,0.0017194608845182862
1,12,12,138.486539,random_routes,5,86,724,222,5,1,0,0,15361,15361,120829,120829,95,95,0.0016936689712505118
1,13,13,150.807606,low_utilization,4,60,592,292,4,1,0,0,15361,15361,120829,120829,95,95,0.0016682639366817542
2,14,1,159.10657,land_reassignment,5,82,822,81,5,1,0,0,15361,15361,120829,120829,95,95,0.002
2,15,2,178.235967,random_routes,5,89,940,401,5,1,0,0,15361,15361,120829,120829,95,95,0.00197
2,16,3,193.452766,random_routes,6,101,941,431,6,1,0,0,15361,15361,120829,120829,95,95,0.00194045
2,17,4,210.947601,low_utilization,5,74,805,522,5,1,0,0,15361,15361,120829,120829,95,95,0.0019113432500000001
2,18,5,224.510276,worst_time_per_person,6,91,1318,484,6,0,0,0,15361,15361,120829,120829,95,95,0.00188267310125
2,19,6,239.233085,worst_time_per_person,6,98,1276,395,6,1,0,0,15361,15361,120829,120829,95,95,0.00185443300473125
2,20,7,244.269529,related_routes,6,103,1005,225,6,1,0,0,15361,15361,120829,120829,95,95,0.0018266165096602813
2,21,8,252.457295,land_reassignment,6,104,803,225,6,1,0,0,15361,15361,120829,120829,95,95,0.0017992172620153772
2,22,9,255.877548,worst_time_per_person,5,79,1100,183,5,1,0,0,15361,15361,120829,120829,95,95,0.0017722290030851465
2,23,10,262.201855,land_reassignment,5,93,794,144,5,1,0,0,15361,15361,120829,120829,95,95,0.0017456455680388693
2,24,11,272.630411,worst_time_per_person,5,77,1106,282,5,1,0,0,15375,15361,121591,120829,95,95,0.0017194608845182862
2,25,12,281.013975,low_utilization,5,72,771,433,5,1,0,0,15387,15361,121748,120829,95,95,0.0016936689712505118
2,26,13,285.297085,land_reassignment,6,111,846,222,6,1,0,0,15387,15361,121748,120829,95,95,0.0016682639366817542
2,27,14,300.414775,low_utilization,5,70,835,288,5,1,0,0,15387,15361,121748,120829,95,95,0.001643239977631528
2,28,15,314.12699,random_routes,5,89,759,314,5,1,0,0,15387,15361,121748,120829,95,95,0.001618591377967055
