operator,uses,repair_success,accepted,primary_improvement,new_best,primary_gain_minutes,runtime_seconds,mean_local_master_size,max_local_master_size
high_cost_route,2,2,2,0,1,0,26.451042,1009,1068
low_utilization_route,2,2,2,0,1,0,14.074889,904.5,922
shared_facility_flow,2,2,2,0,1,0,24.212855,986.5,1173
land_heavy_route,1,1,1,0,1,0,8.687156,1153,1153
