stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,18.699973,worst_time_per_person,5,64,1044,270,4,1,1,1,15685,15685,120424,120424,99,99,0.002
1,2,2,35.7887,worst_time_per_person,5,81,1183,270,5,0,0,0,15685,15685,120424,120424,99,99,0.00197
1,3,3,42.03001,related_routes,5,95,781,144,5,1,0,0,15685,15685,120424,120424,99,99,0.00194045
1,4,4,51.079973,related_routes,6,91,604,144,5,1,1,1,15675,15675,121173,121173,98,98,0.0019113432500000001
1,5,5,74.461537,worst_time_per_person,5,72,1055,492,5,1,0,0,15675,15675,121173,121173,98,98,0.00188267310125
1,6,6,97.450521,worst_time_per_person,6,95,1377,619,6,0,0,0,15675,15675,121173,121173,98,98,0.00185443300473125
1,7,7,110.591358,related_routes,6,105,762,225,6,1,0,0,15675,15675,121173,121173,98,98,0.0018266165096602813
1,8,8,124.808397,related_routes,5,78,681,222,5,0,0,0,15675,15675,121173,121173,98,98,0.0017992172620153772
1,9,9,124.852822,related_routes,6,105,762,225,6,1,0,0,15675,15675,121173,121173,98,98,0.0017722290030851465
1,10,10,134.810145,worst_time_per_person,6,88,1259,490,6,1,0,0,15681,15675,121221,121173,98,98,0.0017456455680388693
1,11,11,139.179778,land_reassignment,5,88,789,79,5,1,0,0,15681,15675,121221,121173,98,98,0.0017194608845182862
1,12,12,150.336244,random_routes,6,89,1027,405,6,1,0,0,15681,15675,121227,121173,98,98,0.0016936689712505118
2,13,1,176.638753,low_utilization,8,116,1373,1015,7,1,1,1,15656,15656,123344,123344,97,97,0.002
2,14,2,191.850647,related_routes,8,125,1104,441,7,1,1,1,15569,15569,123827,123827,96,96,0.00197
2,15,3,204.690772,worst_time_per_person,7,114,1591,641,7,1,0,0,15575,15569,124876,123827,96,96,0.00194045
2,16,4,212.406368,random_routes,6,110,860,322,6,1,0,0,15575,15569,124876,123827,96,96,0.0019113432500000001
2,17,5,222.225714,related_routes,7,106,779,225,6,1,1,1,15534,15534,125397,125397,95,95,0.00188267310125
2,18,6,250.415173,low_utilization,8,120,1443,1180,8,1,0,0,15565,15534,125805,125397,95,95,0.00185443300473125
2,19,7,261.911256,related_routes,8,135,1161,225,8,0,0,0,15565,15534,125805,125397,95,95,0.0018266165096602813
2,20,8,270.804603,worst_time_per_person,6,96,1310,276,6,0,0,0,15565,15534,125805,125397,95,95,0.0017992172620153772
2,21,9,279.129434,worst_time_per_person,7,103,1454,395,6,1,1,1,15499,15499,125999,125999,94,94,0.0017722290030851465
2,22,10,291.132241,related_routes,6,101,899,722,6,1,0,0,15533,15499,126444,125999,94,94,0.0017456455680388693
2,23,11,302.618824,related_routes,6,94,903,324,6,1,1,0,15530,15499,126051,125999,94,94,0.0017194608845182862
