operator,uses,repair_success,accepted,primary_improvement,new_best,primary_gain_minutes,runtime_seconds,mean_local_master_size,max_local_master_size
high_cost_route,4,4,4,0,1,0,25.961305,1078.5,1265
low_utilization_route,5,5,5,0,0,0,17.453036,1029.6,1158
shared_facility_flow,1,1,1,1,1,39,9.618208,1100,1100
land_heavy_route,6,6,6,0,0,0,37.458017,1022.667,1152
