stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,repair_candidates_considered,repair_candidates_selected,repair_exact_candidate_builds,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,10.712522,worst_time_per_person,5,75,1048,278,5,324,324,324,1,0,0,15371,15371,120870,120870,95,95,0.002
1,2,2,17.264861,land_reassignment,5,92,628,144,5,144,144,144,1,1,1,15360,15360,120804,120804,95,95,0.00197
1,3,3,28.131089,worst_time_per_person,6,97,1391,274,6,324,324,243,1,1,1,15360,15360,120604,120604,95,95,0.00194045
1,4,4,53.781502,low_utilization,6,87,1014,762,6,822,822,792,1,0,0,15360,15360,120763,120604,95,95,0.0019113432500000001
1,5,5,68.3093,low_utilization,5,79,785,548,5,552,552,351,1,1,0,15360,15360,120604,120604,95,95,0.00188267310125
1,6,6,78.188247,worst_time_per_person,5,79,1113,280,5,318,318,255,0,0,0,15360,15360,120604,120604,95,95,0.00185443300473125
1,7,7,84.142569,worst_time_per_person,6,90,1286,290,5,324,324,153,1,1,1,15255,15255,121886,121886,94,94,0.0018266165096602813
1,8,8,98.344874,random_routes,5,76,696,435,5,435,435,324,1,0,0,15255,15255,121886,121886,94,94,0.0017992172620153772
1,9,9,105.69216,random_routes,5,88,814,322,5,324,324,240,1,0,0,15255,15255,121886,121886,94,94,0.0017722290030851465
1,10,10,112.570432,random_routes,5,92,692,225,5,225,225,189,1,0,0,15255,15255,121886,121886,94,94,0.0017456455680388693
1,11,11,125.967258,random_routes,5,82,896,403,5,441,441,387,1,1,1,15249,15249,121952,121952,94,94,0.0017194608845182862
1,12,12,132.965764,random_routes,5,81,809,324,5,324,324,126,1,0,0,15249,15249,121952,121952,94,94,0.0016936689712505118
1,13,13,141.370344,related_routes,6,95,1038,225,5,225,225,150,1,1,1,15220,15220,123511,123511,93,93,0.0016682639366817542
1,14,14,144.38716,land_reassignment,6,108,1390,203,6,225,225,0,1,1,1,15219,15219,123980,123980,93,93,0.001643239977631528
1,15,15,153.111558,land_reassignment,6,110,1134,324,6,324,324,171,1,1,1,15196,15196,125045,125045,93,93,0.001618591377967055
2,16,1,178.284668,low_utilization,8,132,1305,681,8,729,729,729,1,1,1,15193,15193,124978,124978,93,93,0.002
2,17,2,188.218552,related_routes,8,135,1360,219,8,219,219,183,1,0,0,15203,15193,124301,124978,93,93,0.00197
2,18,3,199.086841,related_routes,6,105,912,222,6,225,225,225,1,0,0,15210,15193,124981,124978,93,93,0.00194045
2,19,4,218.413867,low_utilization,7,109,1133,701,7,711,711,600,1,0,0,15222,15193,126067,124978,93,93,0.0019113432500000001
2,20,5,238.147738,random_routes,6,103,1087,677,6,729,729,684,1,1,0,15222,15193,125815,124978,93,93,0.00188267310125
2,21,6,256.111283,worst_time_per_person,8,131,1743,792,7,900,900,801,1,1,1,15167,15167,127482,127482,92,92,0.00185443300473125
2,22,7,261.171335,land_reassignment,8,148,1493,441,9,441,441,285,0,0,0,15167,15167,127482,127482,92,92,0.0018266165096602813
2,23,8,269.384588,related_routes,6,103,954,197,6,201,201,192,1,0,0,15167,15167,127482,127482,92,92,0.0017992172620153772
2,24,9,277.419304,worst_time_per_person,7,115,1449,403,7,441,441,216,1,0,0,15178,15167,128100,127482,92,92,0.0017722290030851465
2,25,10,285.064143,worst_time_per_person,7,124,1590,647,7,729,729,162,1,1,1,15167,15167,126673,126673,92,92,0.0017456455680388693
2,26,11,292.50494,random_routes,6,109,837,316,6,324,324,276,1,0,0,15167,15167,126673,126673,92,92,0.0017194608845182862
2,27,12,297.541048,land_reassignment,6,110,1111,324,6,324,324,0,1,1,1,15167,15167,126173,126173,92,92,0.0016936689712505118
2,28,13,310.163752,low_utilization,6,95,958,532,6,570,570,342,1,1,1,15167,15167,125913,125913,92,92,0.0016682639366817542
