stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,26.318541,worst_time_per_person,6,95,1420,389,6,1,1,1,15737,15737,120511,120511,100,100,0.002
1,2,2,37.674755,related_routes,6,94,984,225,5,1,1,1,15695,15695,121813,121813,99,99,0.00197
1,3,3,43.349541,worst_time_per_person,5,79,1237,199,5,1,0,0,15704,15695,122417,121813,99,99,0.00194045
1,4,4,53.940445,worst_time_per_person,5,80,1211,508,5,1,1,1,15695,15695,121073,121073,99,99,0.0019113432500000001
1,5,5,71.209171,worst_time_per_person,6,88,1225,272,6,0,0,0,15695,15695,121073,121073,99,99,0.00188267310125
1,6,6,94.055427,low_utilization,5,61,637,318,4,1,1,1,15620,15620,121363,121363,98,98,0.00185443300473125
1,7,7,106.547859,random_routes,5,81,765,207,5,1,0,0,15620,15620,121363,121363,98,98,0.0018266165096602813
1,8,8,109.270979,land_reassignment,5,94,869,144,5,1,1,1,15620,15620,121259,121259,98,98,0.0017992172620153772
1,9,9,130.9428,related_routes,5,80,635,144,5,0,0,0,15620,15620,121259,121259,98,98,0.0017722290030851465
1,10,10,159.263465,low_utilization,6,81,846,520,5,1,1,1,15587,15587,122085,122085,97,97,0.0017456455680388693
2,11,1,164.408723,land_reassignment,6,113,1088,225,7,1,0,0,15667,15587,120938,122085,98,97,0.002
2,12,2,212.680569,worst_time_per_person,8,122,1746,981,8,0,0,0,15667,15587,120938,122085,98,97,0.00197
2,13,3,233.386517,low_utilization,8,111,1333,568,7,1,1,1,15476,15476,120517,120517,97,97,0.00194045
2,14,4,256.912406,low_utilization,6,90,1180,782,6,0,0,0,15476,15476,120517,120517,97,97,0.0019113432500000001
2,15,5,271.912186,worst_time_per_person,8,130,1630,653,8,1,0,0,15476,15476,120517,120517,97,97,0.00188267310125
2,16,6,298.742485,random_routes,8,125,1340,673,8,1,1,1,15460,15460,120678,120678,97,97,0.00185443300473125
2,17,7,318.090528,worst_time_per_person,7,114,1612,635,8,0,0,0,15460,15460,120678,120678,97,97,0.0018266165096602813
