acceptance_policy,accepted,accepted_deteriorating,affected_demand_groups,best_objective,bound_scope,candidate_features,candidate_sequences,current_objective,destroy_operator,destroy_size,destroyed_routes,enrichment_rounds,evaluator_calls,facilities,flight_delta,iteration,local_master_size,new_best,operator_weight_after,operator_weight_before,primary_gain,primary_status,repair_policy,repair_success,restricted_dual_bound,restricted_gap,route_ejected,run_id,runtime,sa_acceptance_probability,secondary_gain,selected_3_5_stop_candidates,selected_4_stop_candidates,selected_columns,selected_new_candidates,stagnation_before,targeted_trigger,temperature
sa,True,False,16,17693,restricted_local_master,"{""ranking"":""portfolio""}",24,17693,low_utilization_route,4,"[75,53,18,9]",,101,"[""F005"",""F012"",""F014"",""F015"",""F017"",""F018""]",0,3,995,True,1.4,1.0,0,0,portfolio_exact_local_milp,True,578.0,0.0,False,20260815-q2-round2-portfolio-mixed-s12,14.439204,1.0,57,0,0,"[{""aircraft_type"":""T2"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F014"",""F017""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F017"",""F014""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F012"",""F015""]},{""aircraft_type"":""T2"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F015"",""F005"",""F018"",""F017""]}]",0,0,,9.344256
sa,True,False,24,17693,restricted_local_master,"{""ranking"":""portfolio""}",24,17693,high_cost_route,4,"[69,82,84,80]",,101,"[""F038"",""F039"",""F045"",""F048"",""F049"",""F051"",""F052""]",0,4,1042,True,1.72,1.4,0,0,portfolio_exact_local_milp,True,896.0,0.0,False,20260815-q2-round2-portfolio-mixed-s12,8.400918,1.0,139,0,0,"[{""aircraft_type"":""T3"",""base_airport"":""A03"",""candidate_features"":null,""new_candidate"":true,""service_order"":[""F039"",""F048""]},{""aircraft_type"":""T3"",""base_airport"":""A03"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F052"",""F048"",""F038""]},{""aircraft_type"":""T3"",""base_airport"":""A03"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F049"",""F048"",""F039""]},{""aircraft_type"":""T3"",""base_airport"":""A03"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F045"",""F051"",""F038"",""F039""]}]",1,0,,8.596716
sa,True,True,15,17693,restricted_local_master,"{""ranking"":""portfolio""}",24,17693,low_utilization_route,4,"[71,56,55,18]",,101,"[""F018"",""F026"",""F028"",""F030""]",0,5,1321,False,1.72,1.4,0,0,portfolio_exact_local_milp,True,653.0,0.0,False,20260815-q2-round2-portfolio-mixed-s12,20.522742,0.881228271,-77,0,0,"[{""aircraft_type"":""T3"",""base_airport"":""A02"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F026""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F030"",""F026""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F028"",""F018""]},{""aircraft_type"":""T3"",""base_airport"":""A02"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F026"",""F018"",""F030""]}]",0,0,,7.908978
sa,True,True,17,17693,restricted_local_master,"{""ranking"":""portfolio""}",24,17693,low_utilization_route,4,"[86,68,67,84]",,101,"[""F011"",""F018"",""F026"",""F028"",""F030""]",0,0,1095,False,1.4,1.0,0,0,portfolio_exact_local_milp,True,665.0,0.0,False,20260815-q2-round2-portfolio-mixed-s13,13.735427,0.920044415,-62,0,0,"[{""aircraft_type"":""T3"",""base_airport"":""A02"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F026""]},{""aircraft_type"":""T2"",""base_airport"":""A02"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F011"",""F028""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F028"",""F018""]},{""aircraft_type"":""T3"",""base_airport"":""A02"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F026"",""F018"",""F030""]}]",0,0,,12.0
sa,True,True,11,17693,restricted_local_master,"{""ranking"":""portfolio""}",24,17693,land_heavy_route,4,"[31,68,58,25]",,101,"[""F021"",""F024"",""F025"",""F027""]",0,1,1048,False,1.4,1.0,0,0,portfolio_exact_local_milp,True,644.9999999999999,0.0,False,20260815-q2-round2-portfolio-mixed-s13,14.618783,0.913401524,-59,0,0,"[{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F021""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F027"",""F024""]},{""aircraft_type"":""T3"",""base_airport"":""A02"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F027"",""F021""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F021"",""F025"",""F027""]}]",0,1,,11.04
sa,True,True,12,17693,restricted_local_master,"{""ranking"":""portfolio""}",24,17693,land_heavy_route,4,"[31,82,93,94]",,101,"[""F021"",""F024"",""F027"",""F029"",""F036""]",0,2,1079,False,1.72,1.4,0,0,portfolio_exact_local_milp,True,629.0,0.0,False,20260815-q2-round2-portfolio-mixed-s13,6.960011,0.906235379,-12,0,0,"[{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F029""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F021""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F027"",""F024""]},{""aircraft_type"":""T3"",""base_airport"":""A02"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F029"",""F021"",""F036""]}]",0,2,,10.1568
sa,True,True,16,17693,restricted_local_master,"{""ranking"":""portfolio""}",24,17693,low_utilization_route,4,"[89,90,62,22]",,101,"[""F016"",""F018"",""F026"",""F028"",""F030""]",0,3,1085,False,1.72,1.4,0,0,portfolio_exact_local_milp,True,632.0,0.0,False,20260815-q2-round2-portfolio-mixed-s13,4.104156,0.898509845,0,0,0,"[{""aircraft_type"":""T2"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F018"",""F016""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F030"",""F026""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F028"",""F018""]},{""aircraft_type"":""T3"",""base_airport"":""A02"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F026"",""F018"",""F030""]}]",0,3,,9.344256
sa,True,True,19,17693,restricted_local_master,"{""ranking"":""portfolio""}",24,17693,shared_facility_flow,4,"[79,80,54,76]",,101,"[""F031"",""F036"",""F039"",""F046"",""F047"",""F048"",""F049""]",0,4,947,False,1.4,1.0,0,0,portfolio_exact_local_milp,True,818.0,0.0,False,20260815-q2-round2-portfolio-mixed-s13,7.283973,0.890187205,-183,0,0,"[{""aircraft_type"":""T3"",""base_airport"":""A02"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F047""]},{""aircraft_type"":""T3"",""base_airport"":""A03"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F031"",""F047"",""F049""]},{""aircraft_type"":""T3"",""base_airport"":""A02"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F046"",""F047"",""F031"",""F036""]},{""aircraft_type"":""T3"",""base_airport"":""A03"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F049"",""F048"",""F039""]}]",0,4,,8.596716
sa,True,False,15,17693,restricted_local_master,"{""ranking"":""portfolio""}",24,17693,low_utilization_route,4,"[91,92,89,81]",,101,"[""F016"",""F018"",""F026"",""F028"",""F030""]",0,5,992,False,1.976,1.72,0,0,portfolio_exact_local_milp,True,628.0,0.0,False,20260815-q2-round2-portfolio-mixed-s13,2.574519,1.0,10,0,0,"[{""aircraft_type"":""T2"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F018"",""F016""]},{""aircraft_type"":""T3"",""base_airport"":""A02"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F026""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F028"",""F018""]},{""aircraft_type"":""T3"",""base_airport"":""A02"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F026"",""F018"",""F030""]}]",0,5,,7.908978
sa,True,True,13,17693,restricted_local_master,"{""ranking"":""portfolio""}",24,17693,land_heavy_route,4,"[30,32,60,14]",,101,"[""F001"",""F018"",""F022"",""F026"",""F033""]",0,6,890,False,1.976,1.72,0,0,portfolio_exact_local_milp,True,628.0,0.0,False,20260815-q2-round2-portfolio-mixed-s13,6.289477,0.871592534,-22,0,0,"[{""aircraft_type"":""T2"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F022""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F022"",""F033""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F033"",""F001""]},{""aircraft_type"":""T2"",""base_airport"":""A02"",""candidate_features"":null,""new_candidate"":true,""service_order"":[""F026"",""F033""]}]",1,6,,7.27626
sa,True,False,15,17693,restricted_local_master,"{""ranking"":""portfolio""}",24,17693,land_heavy_route,4,"[29,94,15,25]",,101,"[""F019"",""F020"",""F022"",""F033""]",0,7,1188,False,2.1808,1.976,0,0,portfolio_exact_local_milp,True,627.0,0.0,False,20260815-q2-round2-portfolio-mixed-s13,6.116719,1.0,42,0,0,"[{""aircraft_type"":""T2"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F022""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F020"",""F019""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F022"",""F033""]},{""aircraft_type"":""T3"",""base_airport"":""A02"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F019"",""F033"",""F022"",""F020""]}]",0,7,,6.694159
sa,True,True,19,17693,restricted_local_master,"{""ranking"":""portfolio""}",24,17693,low_utilization_route,4,"[66,9,8,38]",,101,"[""F001"",""F002"",""F009"",""F011"",""F012"",""F015""]",0,8,993,False,2.1808,1.976,0,0,portfolio_exact_local_milp,True,658.0,0.0,False,20260815-q2-round2-portfolio-mixed-s13,6.662726,0.850123312,-28,0,0,"[{""aircraft_type"":""T2"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F015"",""F009""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F011"",""F015""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F012"",""F015""]},{""aircraft_type"":""T2"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F002"",""F011"",""F001""]}]",0,8,,6.158626
sa,True,True,17,17693,restricted_local_master,"{""ranking"":""portfolio""}",24,17693,land_heavy_route,4,"[74,72,76,45]",,101,"[""F021"",""F025"",""F027"",""F029"",""F031"",""F036"",""F048""]",0,9,682,False,2.34464,2.1808,0,0,portfolio_exact_local_milp,True,736.0,0.0,False,20260815-q2-round2-portfolio-mixed-s13,2.374562,0.838204366,0,0,0,"[{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F021""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F021"",""F025"",""F027""]},{""aircraft_type"":""T3"",""base_airport"":""A02"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F029"",""F021"",""F036""]},{""aircraft_type"":""T3"",""base_airport"":""A02"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F048"",""F031"",""F021""]}]",0,9,,5.665936
sa,True,False,19,17693,restricted_local_master,"{""ranking"":""portfolio""}",24,17693,low_utilization_route,4,"[36,68,67,77]",,101,"[""F038"",""F039"",""F045"",""F048"",""F049"",""F051""]",0,10,886,False,2.34464,2.1808,0,0,portfolio_exact_local_milp,True,870.0,0.0,False,20260815-q2-round2-portfolio-mixed-s13,5.397333,1.0,14,0,0,"[{""aircraft_type"":""T2"",""base_airport"":""A03"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F045"",""F048""]},{""aircraft_type"":""T3"",""base_airport"":""A03"",""candidate_features"":null,""new_candidate"":true,""service_order"":[""F039"",""F048""]},{""aircraft_type"":""T3"",""base_airport"":""A03"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F049"",""F048"",""F039""]},{""aircraft_type"":""T3"",""base_airport"":""A03"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F045"",""F051"",""F038"",""F039""]}]",1,10,,5.212661
sa,False,False,19,17693,restricted_local_master,"{""ranking"":""portfolio""}",24,17693,low_utilization_route,4,"[1,59,57,30]",,101,"[""F002"",""F003"",""F004"",""F006"",""F007"",""F013""]",0,11,931,False,2.075712,2.34464,0,0,portfolio_exact_local_milp,True,757.0,0.0,False,20260815-q2-round2-portfolio-mixed-s13,6.556733,0.811782875,0,0,0,"[{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F002"",""F003""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F004"",""F007"",""F002""]},{""aircraft_type"":""T2"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F013""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":true,""service_order"":[""F013"",""F002""]}]",1,11,,4.795649
sa,True,False,13,17693,restricted_local_master,"{""ranking"":""portfolio""}",24,17693,low_utilization_route,4,"[32,76,86,66]",,101,"[""F011"",""F015"",""F018"",""F028""]",0,12,1145,False,2.26057,2.075712,0,0,portfolio_exact_local_milp,True,641.0,0.0,False,20260815-q2-round2-portfolio-mixed-s13,5.189168,1.0,100,0,0,"[{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F028""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F011"",""F015""]},{""aircraft_type"":""T2"",""base_airport"":""A02"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F011"",""F028""]},{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F028"",""F018""]}]",0,12,,4.411997
sa,True,True,19,17693,restricted_local_master,"{""ranking"":""portfolio""}",24,17693,low_utilization_route,4,"[88,91,31,86]",,101,"[""F021"",""F025"",""F027"",""F031"",""F036"",""F039"",""F048"",""F049""]",0,13,640,False,2.408456,2.26057,0,0,portfolio_exact_local_milp,True,820.0,0.0,False,20260815-q2-round2-portfolio-mixed-s13,2.411485,0.781637767,0,0,0,"[{""aircraft_type"":""T3"",""base_airport"":""A01"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F021"",""F025"",""F027""]},{""aircraft_type"":""T2"",""base_airport"":""A02"",""candidate_features"":null,""new_candidate"":true,""service_order"":[""F036"",""F049""]},{""aircraft_type"":""T3"",""base_airport"":""A02"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F048"",""F031"",""F021""]},{""aircraft_type"":""T3"",""base_airport"":""A03"",""candidate_features"":null,""new_candidate"":false,""service_order"":[""F049"",""F048"",""F039""]}]",1,13,,4.059037
