stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,3.794211,land_reassignment,2,1,1,1,15361,15361,120836,120836,95,95,0.002
1,2,2,7.621323,random_routes,3,1,0,0,15361,15361,120836,120836,95,95,0.00197
1,3,3,9.052908,land_reassignment,3,1,0,0,15361,15361,120836,120836,95,95,0.00194045
1,4,4,17.282549,worst_time_per_person,3,1,0,0,15361,15361,120836,120836,95,95,0.0019113432500000001
1,5,5,22.628279,land_reassignment,3,1,0,0,15361,15361,120836,120836,95,95,0.00188267310125
1,6,6,26.377004,random_routes,3,1,0,0,15361,15361,120836,120836,95,95,0.00185443300473125
1,7,7,30.657616,related_routes,3,1,0,0,15361,15361,120836,120836,95,95,0.0018266165096602813
1,8,8,32.441094,related_routes,2,1,0,0,15361,15361,120836,120836,95,95,0.0017992172620153772
1,9,9,39.198619,low_utilization,3,1,0,0,15361,15361,120836,120836,95,95,0.0017722290030851465
1,10,10,40.034442,low_utilization,2,1,0,0,15361,15361,120836,120836,95,95,0.0017456455680388693
1,11,11,43.091669,random_routes,2,1,0,0,15361,15361,120836,120836,95,95,0.0017194608845182862
1,12,12,43.578439,land_reassignment,2,1,0,0,15361,15361,120836,120836,95,95,0.0016936689712505118
1,13,13,45.665987,worst_time_per_person,2,1,0,0,15361,15361,120836,120836,95,95,0.0016682639366817542
1,14,14,47.71601,land_reassignment,2,1,0,0,15361,15361,120836,120836,95,95,0.001643239977631528
1,15,15,49.467673,random_routes,2,1,0,0,15361,15361,120836,120836,95,95,0.001618591377967055
1,16,16,51.280823,land_reassignment,3,1,0,0,15361,15361,120836,120836,95,95,0.001594312507297549
1,17,17,52.842714,land_reassignment,2,1,0,0,15361,15361,120836,120836,95,95,0.001570397819688086
1,18,18,55.196878,related_routes,2,1,0,0,15361,15361,120836,120836,95,95,0.0015468418523927646
1,19,19,55.208036,related_routes,2,1,0,0,15361,15361,120836,120836,95,95,0.001523639224606873
1,20,20,55.215853,land_reassignment,2,1,0,0,15361,15361,120836,120836,95,95,0.00150078463623777
1,21,21,56.699759,random_routes,3,1,0,0,15361,15361,120836,120836,95,95,0.0014782728666942035
1,22,22,57.552361,land_reassignment,2,1,0,0,15361,15361,120836,120836,95,95,0.0014560987736937903
1,23,23,59.196251,land_reassignment,3,1,0,0,15361,15361,120836,120836,95,95,0.0014342572920883834
1,24,24,59.796355,land_reassignment,3,1,0,0,15361,15361,120836,120836,95,95,0.0014127434327070576
1,25,25,64.492363,related_routes,3,1,0,0,15361,15361,120836,120836,95,95,0.0013915522812164517
1,26,26,64.500153,land_reassignment,2,1,0,0,15361,15361,120836,120836,95,95,0.0013706789969982049
1,27,27,64.51389,worst_time_per_person,2,1,0,0,15361,15361,120836,120836,95,95,0.0013501188120432317
1,28,28,64.53434,worst_time_per_person,2,1,0,0,15361,15361,120836,120836,95,95,0.001329867029862583
1,29,29,65.127019,land_reassignment,2,1,0,0,15361,15361,120836,120836,95,95,0.0013099190244146442
1,30,30,65.395996,land_reassignment,2,1,0,0,15361,15361,120836,120836,95,95,0.0012902702390484245
1,31,31,67.632154,low_utilization,3,1,0,0,15361,15361,120836,120836,95,95,0.0012709161854626981
1,32,32,68.281938,low_utilization,3,1,0,0,15361,15361,120836,120836,95,95,0.0012518524426807576
1,33,33,68.290343,land_reassignment,2,1,0,0,15361,15361,120836,120836,95,95,0.0012330746560405463
1,34,34,70.593642,related_routes,3,1,0,0,15361,15361,120836,120836,95,95,0.0012145785361999382
1,35,35,71.708295,random_routes,2,1,0,0,15361,15361,120836,120836,95,95,0.001196359858156939
1,36,36,71.716516,land_reassignment,2,1,0,0,15361,15361,120836,120836,95,95,0.001178414460284585
1,37,37,74.558772,random_routes,3,1,0,0,15361,15361,120836,120836,95,95,0.0011607382433803163
1,38,38,76.646484,worst_time_per_person,3,1,0,0,15361,15361,120836,120836,95,95,0.0011433271697296114
1,39,39,76.654954,land_reassignment,2,1,0,0,15361,15361,120836,120836,95,95,0.0011261772621836673
1,40,40,77.714172,related_routes,3,1,0,0,15361,15361,120836,120836,95,95,0.0011092846032509122
1,41,41,78.752799,worst_time_per_person,3,1,0,0,15361,15361,120836,120836,95,95,0.0010926453342021485
1,42,42,78.763439,land_reassignment,2,1,0,0,15361,15361,120836,120836,95,95,0.0010762556541891162
1,43,43,78.774994,land_reassignment,3,1,0,0,15361,15361,120836,120836,95,95,0.0010601118193762794
1,44,44,79.239365,random_routes,2,1,0,0,15361,15361,120836,120836,95,95,0.0010442101420856352
1,45,45,79.711423,random_routes,2,1,0,0,15361,15361,120836,120836,95,95,0.0010285469899543507
1,46,46,79.730986,worst_time_per_person,2,1,0,0,15361,15361,120836,120836,95,95,0.0010131187851050354
1,47,47,81.332221,related_routes,3,1,0,0,15361,15361,120836,120836,95,95,0.0009979220033284597
1,48,48,82.38246,worst_time_per_person,3,1,0,0,15361,15361,120836,120836,95,95,0.0009829531732785328
1,49,49,82.393997,land_reassignment,3,1,0,0,15361,15361,120836,120836,95,95,0.0009682088756793548
1,50,50,84.518685,related_routes,3,1,0,0,15361,15361,120836,120836,95,95,0.0009536857425441644
1,51,51,84.526701,land_reassignment,2,1,0,0,15361,15361,120836,120836,95,95,0.0009393804564060019
1,52,52,86.966012,low_utilization,3,1,0,0,15361,15361,120836,120836,95,95,0.0009252897495599119
1,53,53,86.973862,related_routes,2,1,0,0,15361,15361,120836,120836,95,95,0.0009114104033165132
1,54,54,88.86322,low_utilization,3,1,0,0,15361,15361,120836,120836,95,95,0.0008977392472667655
