stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,9.816968,land_reassignment,4,73,504,144,4,1,1,1,15361,15361,120829,120829,95,95,0.002
1,2,2,21.911488,random_routes,5,91,844,205,5,1,0,0,15361,15361,120829,120829,95,95,0.00197
1,3,3,41.566267,random_routes,5,84,723,310,5,1,0,0,15361,15361,120829,120829,95,95,0.00194045
1,4,4,70.297663,related_routes,5,84,899,412,5,1,0,0,15374,15361,120660,120829,95,95,0.0019113432500000001
1,5,5,80.190149,worst_time_per_person,4,66,949,193,4,1,0,0,15374,15361,120660,120829,95,95,0.00188267310125
1,6,6,112.202109,low_utilization,5,78,820,544,5,1,0,0,15374,15361,120937,120829,95,95,0.00185443300473125
1,7,7,112.229375,land_reassignment,4,76,594,81,4,1,0,0,15374,15361,120937,120829,95,95,0.0018266165096602813
1,8,8,119.579279,related_routes,4,63,644,81,4,1,0,0,15374,15361,120937,120829,95,95,0.0017992172620153772
1,9,9,142.431701,worst_time_per_person,5,81,1062,524,5,0,0,0,15374,15361,120937,120829,95,95,0.0017722290030851465
1,10,10,155.34288,random_routes,5,88,758,215,5,1,0,0,15374,15361,120937,120829,95,95,0.0017456455680388693
2,11,1,170.999568,worst_time_per_person,5,75,1048,280,5,1,0,0,15361,15361,120829,120829,95,95,0.002
2,12,2,180.526211,land_reassignment,5,87,741,144,5,1,0,0,15361,15361,120829,120829,95,95,0.00197
2,13,3,189.606143,related_routes,6,95,1406,193,5,1,1,1,15237,15237,121801,121801,94,94,0.00194045
2,14,4,217.42807,worst_time_per_person,6,99,1320,504,6,1,0,0,15237,15237,121801,121801,94,94,0.0019113432500000001
2,15,5,242.186693,random_routes,6,105,1020,561,6,1,1,1,15231,15231,121777,121777,94,94,0.00188267310125
2,16,6,263.049769,related_routes,5,84,777,431,5,0,0,0,15231,15231,121777,121777,94,94,0.00185443300473125
2,17,7,272.398448,random_routes,6,100,979,293,6,1,0,0,15231,15231,121777,121777,94,94,0.0018266165096602813
2,18,8,286.35271,random_routes,5,83,845,209,5,1,0,0,15231,15231,121777,121777,94,94,0.0017992172620153772
2,19,9,304.158401,low_utilization,5,74,666,223,5,1,1,1,15228,15228,121710,121710,94,94,0.0017722290030851465
2,20,10,308.374155,land_reassignment,5,88,761,144,5,1,1,1,15225,15225,121507,121507,94,94,0.0017456455680388693
