stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,repair_candidates_considered,repair_candidates_selected,repair_exact_candidate_builds,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,10.706343,land_reassignment,5,92,628,144,5,144,144,144,1,1,1,15360,15360,120804,120804,95,95,0.002
1,2,2,19.174649,random_routes,6,107,1043,150,6,324,160,160,1,0,0,15360,15360,120804,120804,95,95,0.00197
1,3,3,31.389528,random_routes,6,99,938,160,6,318,160,155,1,0,0,15360,15360,120804,120804,95,95,0.00194045
1,4,4,42.379437,low_utilization,5,72,886,140,5,423,160,159,1,0,0,15360,15360,120804,120804,95,95,0.0019113432500000001
1,5,5,53.868285,worst_time_per_person,6,90,1316,140,6,441,160,152,1,0,0,15388,15360,120658,120804,95,95,0.00188267310125
1,6,6,61.603085,worst_time_per_person,6,98,1276,136,6,441,160,139,1,0,0,15388,15360,120658,120804,95,95,0.00185443300473125
1,7,7,66.187432,related_routes,6,100,863,77,6,81,81,57,1,0,0,15388,15360,120658,120804,95,95,0.0018266165096602813
1,8,8,74.753966,land_reassignment,6,94,1528,122,5,225,160,122,1,1,1,15224,15224,121304,121304,94,94,0.0017992172620153772
1,9,9,81.364131,worst_time_per_person,5,86,1137,142,5,570,160,115,1,1,1,15224,15224,121194,121194,94,94,0.0017722290030851465
1,10,10,89.391817,random_routes,5,86,816,159,5,324,160,152,1,0,0,15224,15224,121194,121194,94,94,0.0017456455680388693
1,11,11,95.171974,low_utilization,5,74,692,156,5,225,160,132,1,0,0,15224,15224,121194,121194,94,94,0.0017194608845182862
1,12,12,103.617223,land_reassignment,6,109,923,160,6,219,160,158,1,0,0,15228,15224,121234,121194,94,94,0.0016936689712505118
1,13,13,106.839556,worst_time_per_person,6,98,1226,136,6,441,160,62,1,0,0,15228,15224,121234,121194,94,94,0.0016682639366817542
1,14,14,111.283768,low_utilization,6,90,940,161,6,558,160,118,1,0,0,15228,15224,121234,121194,94,94,0.001643239977631528
1,15,15,114.595708,worst_time_per_person,5,77,955,154,5,324,160,54,1,1,0,15228,15224,121048,121194,94,94,0.001618591377967055
1,16,16,116.523763,worst_time_per_person,5,85,1161,146,5,435,160,27,1,1,0,15226,15224,121175,121194,94,94,0.001594312507297549
1,17,17,116.895431,related_routes,5,86,745,77,5,81,81,0,1,0,0,15226,15224,121175,121194,94,94,0.001570397819688086
1,18,18,123.766022,related_routes,6,99,1087,160,6,219,160,133,1,0,0,15253,15224,121547,121194,94,94,0.0015468418523927646
1,19,19,127.942144,random_routes,5,82,913,134,5,225,160,131,1,0,0,15253,15224,121547,121194,94,94,0.001523639224606873
1,20,20,128.662502,worst_time_per_person,5,89,1219,140,5,435,160,14,1,0,0,15253,15224,121547,121194,94,94,0.00150078463623777
1,21,21,132.386238,random_routes,5,89,811,158,5,225,160,113,1,1,0,15253,15224,121545,121194,94,94,0.0014782728666942035
1,22,22,134.355779,land_reassignment,5,90,771,161,5,219,160,14,1,1,0,15251,15224,121526,121194,94,94,0.0014560987736937903
1,23,23,137.820678,land_reassignment,6,109,925,160,6,219,160,12,1,1,0,15249,15224,121539,121194,94,94,0.0014342572920883834
1,24,24,141.381606,low_utilization,5,72,678,136,5,144,144,99,1,0,0,15249,15224,121539,121194,94,94,0.0014127434327070576
1,25,25,142.275579,worst_time_per_person,5,85,1130,132,5,324,160,22,1,0,0,15249,15224,121539,121194,94,94,0.0013915522812164517
1,26,26,146.558424,random_routes,5,87,798,148,5,324,160,144,1,0,0,15249,15224,121539,121194,94,94,0.0013706789969982049
1,27,27,152.448734,low_utilization,6,86,954,156,6,435,160,118,1,0,0,15261,15224,121110,121194,94,94,0.0013501188120432317
2,28,1,158.135908,worst_time_per_person,6,96,1289,142,6,576,160,160,1,1,1,15210,15210,120862,120862,94,94,0.002
2,29,2,163.416841,land_reassignment,8,147,1215,160,8,225,160,160,1,0,0,15220,15210,121159,120862,94,94,0.00197
2,30,3,163.715599,worst_time_per_person,6,101,1311,134,6,729,160,146,1,0,0,15220,15210,121159,120862,94,94,0.00194045
2,31,4,167.155431,low_utilization,8,125,1402,157,8,1290,160,148,1,0,0,15220,15210,121159,120862,94,94,0.0019113432500000001
2,32,5,171.768005,random_routes,6,102,871,151,6,441,160,159,1,0,0,15220,15210,121159,120862,94,94,0.00188267310125
2,33,6,173.827895,low_utilization,7,119,1320,155,7,1083,160,85,1,1,1,15182,15182,120899,120899,94,94,0.00185443300473125
2,34,7,177.523889,random_routes,8,127,1396,162,8,894,160,141,1,0,0,15182,15182,120899,120899,94,94,0.0018266165096602813
2,35,8,182.453601,land_reassignment,7,129,1081,159,7,225,160,10,1,1,1,15182,15182,120574,120574,94,94,0.0017992172620153772
2,36,9,189.022958,related_routes,6,99,1188,144,6,144,144,109,1,0,0,15199,15182,120257,120574,94,94,0.0017722290030851465
2,37,10,192.26945,worst_time_per_person,8,130,1602,154,8,1089,160,136,1,0,0,15199,15182,120257,120574,94,94,0.0017456455680388693
2,38,11,198.004263,land_reassignment,6,103,1051,144,6,144,144,121,1,0,0,15224,15182,119865,120574,94,94,0.0017194608845182862
2,39,12,205.675026,random_routes,7,120,1102,162,7,723,160,139,0,0,0,15224,15182,119865,120574,94,94,0.0016936689712505118
2,40,13,212.562006,worst_time_per_person,8,130,1594,148,8,441,160,66,0,0,0,15224,15182,119865,120574,94,94,0.0016682639366817542
2,41,14,214.369963,worst_time_per_person,8,132,1648,145,8,894,160,59,1,1,0,15220,15182,119553,120574,94,94,0.001643239977631528
2,42,15,215.604406,worst_time_per_person,6,105,1392,136,6,441,160,56,1,0,0,15220,15182,119553,120574,94,94,0.001618591377967055
2,43,16,222.439781,related_routes,6,100,932,158,6,219,160,81,1,0,0,15225,15182,119596,120574,94,94,0.001594312507297549
2,44,17,227.767396,low_utilization,6,90,851,163,6,723,160,125,1,0,0,15225,15182,119596,120574,94,94,0.001570397819688086
2,45,18,235.228613,land_reassignment,8,133,1141,160,7,225,160,128,1,1,1,15161,15161,120247,120247,93,93,0.0015468418523927646
2,46,19,237.258597,land_reassignment,6,111,926,138,6,144,144,101,1,1,1,15154,15154,120242,120242,93,93,0.001523639224606873
2,47,20,245.261419,related_routes,6,91,1030,144,5,144,144,97,1,1,1,15105,15105,122099,122099,92,92,0.00150078463623777
2,48,21,250.252637,low_utilization,8,131,1309,162,8,1278,160,73,1,0,0,15105,15105,122099,122099,92,92,0.0014782728666942035
2,49,22,253.568712,random_routes,7,120,1184,156,7,729,160,104,1,0,0,15105,15105,122099,122099,92,92,0.0014560987736937903
2,50,23,262.874155,related_routes,8,144,1232,160,8,219,160,118,1,1,1,15094,15094,122190,122190,92,92,0.0014342572920883834
2,51,24,268.617126,land_reassignment,8,143,1231,160,8,318,160,16,1,0,0,15105,15094,122688,122190,92,92,0.0014127434327070576
