stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,repair_candidates_considered,repair_candidates_selected,repair_exact_candidate_builds,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,18.353539,worst_time_per_person,6,99,1298,524,6,570,570,570,0,0,0,15371,15371,120870,120870,95,95,0.002
1,2,2,33.676511,low_utilization,6,91,919,439,6,441,441,441,1,1,1,15368,15368,120709,120709,95,95,0.00197
1,3,3,43.081488,land_reassignment,6,108,744,225,6,225,225,225,1,1,1,15357,15357,120647,120647,95,95,0.00194045
1,4,4,46.178438,related_routes,5,76,1150,130,4,144,144,63,1,1,1,15223,15223,121172,121172,94,94,0.0019113432500000001
1,5,5,53.867025,related_routes,6,102,774,225,6,225,225,153,1,0,0,15228,15223,120991,121172,94,94,0.00188267310125
1,6,6,64.046669,worst_time_per_person,5,81,1137,387,5,435,435,324,1,0,0,15228,15223,120993,121172,94,94,0.00185443300473125
1,7,7,80.493837,low_utilization,6,87,921,550,6,570,570,468,1,0,0,15228,15223,120993,121172,94,94,0.0018266165096602813
1,8,8,86.693095,worst_time_per_person,5,83,1131,369,5,435,435,198,1,1,1,15210,15210,120789,120789,94,94,0.0017992172620153772
1,9,9,99.661109,random_routes,6,109,911,429,6,441,441,396,1,0,0,15210,15210,120789,120789,94,94,0.0017722290030851465
1,10,10,108.593936,random_routes,5,90,930,300,5,324,324,288,1,0,0,15210,15210,120789,120789,94,94,0.0017456455680388693
1,11,11,109.615312,worst_time_per_person,5,82,1032,124,5,144,144,18,1,0,0,15210,15210,120789,120789,94,94,0.0017194608845182862
1,12,12,122.115297,random_routes,6,94,843,423,6,423,423,357,1,0,0,15210,15210,120789,120789,94,94,0.0016936689712505118
1,13,13,128.248509,land_reassignment,5,88,745,144,5,144,144,135,1,1,1,15205,15205,120742,120742,94,94,0.0016682639366817542
1,14,14,137.746695,random_routes,6,101,902,423,6,441,441,297,1,1,1,15205,15205,120738,120738,94,94,0.001643239977631528
1,15,15,139.12444,land_reassignment,5,88,740,144,5,144,144,0,1,0,0,15205,15205,120738,120738,94,94,0.001618591377967055
1,16,16,140.485437,land_reassignment,5,90,750,144,5,144,144,0,1,0,0,15205,15205,120738,120738,94,94,0.001594312507297549
1,17,17,150.249967,worst_time_per_person,6,94,1193,395,6,441,441,234,0,0,0,15205,15205,120738,120738,94,94,0.001570397819688086
2,18,1,153.270956,land_reassignment,6,106,900,144,6,144,144,144,1,0,0,15205,15205,120738,120738,94,94,0.002
2,19,2,165.605429,random_routes,7,123,1229,512,7,570,570,570,1,0,0,15205,15205,120738,120738,94,94,0.00197
2,20,3,174.398353,worst_time_per_person,7,121,1576,965,7,1083,1083,939,1,0,0,15205,15205,120738,120738,94,94,0.00194045
2,21,4,184.674016,related_routes,7,116,1203,225,7,225,225,195,1,0,0,15240,15205,120325,120738,94,94,0.0019113432500000001
2,22,5,191.93514,related_routes,7,115,976,225,7,225,225,81,0,0,0,15240,15205,120325,120738,94,94,0.00188267310125
2,23,6,207.316235,worst_time_per_person,8,132,1671,802,8,894,894,543,1,0,0,15268,15205,119887,120738,94,94,0.00185443300473125
2,24,7,242.619553,random_routes,8,134,1250,1049,8,1083,1083,1053,1,0,0,15268,15205,119889,120738,94,94,0.0018266165096602813
2,25,8,248.037516,land_reassignment,6,101,999,144,6,144,144,99,1,0,0,15268,15205,119889,120738,94,94,0.0017992172620153772
2,26,9,264.930565,low_utilization,6,101,1113,813,6,900,900,576,1,0,0,15268,15205,119889,120738,94,94,0.0017722290030851465
2,27,10,269.951945,related_routes,7,116,1238,225,7,225,225,0,1,0,0,15268,15205,119889,120738,94,94,0.0017456455680388693
2,28,11,282.786111,related_routes,8,131,1016,441,7,441,441,432,1,1,0,15264,15205,121309,120738,93,94,0.0017194608845182862
2,29,12,289.472128,low_utilization,6,98,1075,800,6,894,894,375,1,0,0,15264,15205,121309,120738,93,94,0.0016936689712505118
2,30,13,302.273068,random_routes,6,99,884,562,6,570,570,423,1,0,0,15264,15205,121309,120738,93,94,0.0016682639366817542
