operator,uses,repair_success,accepted,primary_improvement,new_best,primary_gain_minutes,runtime_seconds,mean_local_master_size,max_local_master_size
high_cost_route,0,0,0,0,0,0,0.0,0.0,0
low_utilization_route,5,5,5,4,4,262,74.378641,1038.8,1127
shared_facility_flow,1,1,1,0,0,0,6.931577,1071,1071
land_heavy_route,0,0,0,0,0,0,0.0,0.0,0
