operator,uses,repair_success,accepted,primary_improvement,new_best,primary_gain_minutes,runtime_seconds,mean_local_master_size,max_local_master_size
high_cost_route,3,3,3,2,3,18,44.812497,941,989
low_utilization_route,1,1,1,1,1,44,13.256941,1118,1118
shared_facility_flow,0,0,0,0,0,0,0.0,0.0,0
land_heavy_route,2,2,2,0,2,0,21.671153,1052,1057
