wall_time,stage1_ub,stage2_optional,stage2_time,global_valid_lb,restricted_lp,gap_percent,elite_pool_size,route_count,column_count
1216.509926,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1219.079396,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1227.265405,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1227.823031,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1252.834069,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1259.937581,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1268.477923,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1277.427168,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1280.894353,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1290.258975,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1297.666508,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1304.60081,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1311.465224,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1320.331312,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1325.75086,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1333.002452,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1341.404173,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1357.179581,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1371.773995,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1385.489571,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1397.010503,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1401.701839,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1414.341334,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1414.875047,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1424.777621,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1433.872515,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1434.332274,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1434.849672,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1446.66246,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1458.778104,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1462.840949,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1466.1919,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1469.906992,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1472.880129,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1480.236878,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1488.966663,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1493.481507,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1498.087662,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1506.108654,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1514.337905,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1517.575877,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1521.841799,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1523.22842,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1526.990588,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1534.280528,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1536.754559,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1544.612663,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1552.232287,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1555.103546,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1555.756102,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1556.28638,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1564.142917,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1568.408098,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1572.780406,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1580.746204,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1583.722996,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1590.03762,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1596.147437,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1600.885415,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1606.974112,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1613.039593,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1619.08556,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1623.665277,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1629.737204,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1635.751759,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1641.647179,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1649.30949,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1655.165328,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1660.75554,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1667.459236,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1672.947628,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1677.723418,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1681.852076,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1686.489378,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1692.045168,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1697.176582,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1709.489328,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1715.885089,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1739.323171,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1763.214734,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1769.617383,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1778.869612,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1787.719731,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1795.066403,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1803.636531,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1811.645746,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1822.327748,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1830.41868,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1842.196242,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1847.064448,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1859.246975,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1870.791558,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1871.323158,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1883.295403,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1890.62379,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1902.883601,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1914.240728,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1923.520294,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1923.990953,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1934.72215,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1946.351672,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1946.887323,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1951.951775,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1955.600464,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1961.887857,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1968.236615,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1972.290826,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1978.928099,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1983.249971,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1987.344635,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1991.980065,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
1998.565447,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
2002.744253,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
2006.378508,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
2009.805901,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
2012.23405,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
2018.98033,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
2023.052899,28868,157,28868,14125,15197.677631578943,51.070389358459195,5,3116,179
