stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,destroyed_passengers,removed_aircraft_time_minutes,repair_variants,repaired_routes,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,43.236725,worst_time_per_person,5,75,1048,278,5,1,0,0,15380,15371,120774,120870,95,95,0.002
1,2,2,53.661571,land_reassignment,5,89,620,225,5,1,1,1,15370,15370,120733,120733,95,95,0.00197
1,3,3,75.527731,worst_time_per_person,6,96,1360,387,6,0,0,0,15370,15370,120733,120733,95,95,0.00194045
1,4,4,103.258717,related_routes,6,102,693,441,8,0,0,0,15370,15370,120733,120733,95,95,0.0019113432500000001
1,5,5,231.780834,low_utilization,6,85,1035,506,8,0,0,0,15370,15370,120733,120733,95,95,0.00188267310125
1,6,6,261.697802,related_routes,6,99,1281,122,6,0,0,0,15370,15370,120733,120733,95,95,0.00185443300473125
1,7,7,308.714169,land_reassignment,6,111,846,222,6,1,0,0,15370,15370,120733,120733,95,95,0.0018266165096602813
1,8,8,375.64992,related_routes,6,94,923,441,6,0,0,0,15370,15370,120733,120733,95,95,0.0017992172620153772
1,9,9,438.682987,random_routes,6,101,987,423,7,0,0,0,15370,15370,120733,120733,95,95,0.0017722290030851465
1,10,10,481.126477,worst_time_per_person,5,73,1049,262,5,1,0,0,15380,15370,120772,120733,95,95,0.0017456455680388693
1,11,11,508.020833,worst_time_per_person,6,98,1305,270,6,1,0,0,15389,15370,120699,120733,95,95,0.0017194608845182862
1,12,12,523.060226,land_reassignment,5,93,757,144,5,1,0,0,15389,15370,120699,120733,95,95,0.0016936689712505118
1,13,13,609.59722,random_routes,6,100,996,421,6,0,0,0,15389,15370,120699,120733,95,95,0.0016682639366817542
1,14,14,629.139727,related_routes,5,88,745,144,5,1,0,0,15389,15370,120926,120733,95,95,0.001643239977631528
1,15,15,678.875231,worst_time_per_person,6,96,1307,657,11,0,0,0,15389,15370,120926,120733,95,95,0.001618591377967055
1,16,16,748.091365,low_utilization,5,79,763,550,5,1,0,0,15389,15370,120926,120733,95,95,0.001594312507297549
1,17,17,758.740234,worst_time_per_person,5,77,1059,201,5,0,0,0,15389,15370,120926,120733,95,95,0.001570397819688086
1,18,18,760.518188,land_reassignment,5,89,745,77,5,1,0,0,15389,15370,120926,120733,95,95,0.0015468418523927646
1,19,19,799.216074,land_reassignment,5,86,787,430,6,0,0,0,15389,15370,120926,120733,95,95,0.001523639224606873
1,20,20,809.084086,land_reassignment,5,92,690,222,5,1,0,0,15389,15370,120926,120733,95,95,0.00150078463623777
1,21,21,871.935399,random_routes,6,100,842,415,6,1,0,0,15389,15370,120926,120733,95,95,0.0014782728666942035
1,22,22,880.387407,worst_time_per_person,5,77,1034,427,5,0,0,0,15389,15370,120926,120733,95,95,0.0014560987736937903
