stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,2.06954,worst_time_per_person,2,1,0,0,15371,15371,120870,120870,95,95,0.002
1,2,2,2.316132,related_routes,2,1,0,0,15371,15371,120870,120870,95,95,0.00197
1,3,3,3.220761,low_utilization,2,1,0,0,15371,15371,120870,120870,95,95,0.00194045
1,4,4,4.516341,related_routes,3,1,0,0,15371,15371,120870,120870,95,95,0.0019113432500000001
1,5,5,7.252828,related_routes,2,1,0,0,15371,15371,120870,120870,95,95,0.00188267310125
1,6,6,8.921478,worst_time_per_person,2,1,0,0,15371,15371,120870,120870,95,95,0.00185443300473125
1,7,7,9.008506,worst_time_per_person,2,1,0,0,15371,15371,120870,120870,95,95,0.0018266165096602813
1,8,8,14.841246,low_utilization,3,1,0,0,15371,15371,120870,120870,95,95,0.0017992172620153772
1,9,9,17.381342,random_routes,3,1,0,0,15371,15371,120870,120870,95,95,0.0017722290030851465
1,10,10,19.864756,land_reassignment,2,1,1,1,15361,15361,120836,120836,95,95,0.0017456455680388693
1,11,11,19.924876,worst_time_per_person,2,1,0,0,15361,15361,120836,120836,95,95,0.0017194608845182862
1,12,12,23.952429,random_routes,3,1,0,0,15361,15361,120836,120836,95,95,0.0016936689712505118
1,13,13,25.722523,worst_time_per_person,3,1,0,0,15361,15361,120836,120836,95,95,0.0016682639366817542
1,14,14,26.553169,land_reassignment,3,1,0,0,15361,15361,120836,120836,95,95,0.001643239977631528
1,15,15,28.282555,low_utilization,3,1,0,0,15361,15361,120836,120836,95,95,0.001618591377967055
1,16,16,28.298172,land_reassignment,2,1,0,0,15361,15361,120836,120836,95,95,0.001594312507297549
1,17,17,28.388282,low_utilization,3,1,0,0,15361,15361,120836,120836,95,95,0.001570397819688086
1,18,18,29.807947,worst_time_per_person,3,1,0,0,15361,15361,120836,120836,95,95,0.0015468418523927646
1,19,19,29.826113,land_reassignment,2,1,0,0,15361,15361,120836,120836,95,95,0.001523639224606873
1,20,20,30.775104,worst_time_per_person,3,1,0,0,15361,15361,120836,120836,95,95,0.00150078463623777
1,21,21,32.803403,random_routes,3,1,0,0,15361,15361,120836,120836,95,95,0.0014782728666942035
