stage,global_iteration,iteration,elapsed_seconds,operator,destroyed_routes,accepted,improved_current,new_global_best,current_aircraft_time_minutes,best_aircraft_time_minutes,current_passenger_time_minutes,best_passenger_time_minutes,current_flights,best_flights,temperature
1,1,1,4.241384,worst_time_per_person,3,1,0,0,15371,15371,120870,120870,95,95,0.002
1,2,2,6.269207,low_utilization,2,1,0,0,15371,15371,120870,120870,95,95,0.00197
2,3,1,10.709009,land_reassignment,3,1,1,1,15361,15361,120829,120829,95,95,0.002
2,4,2,14.075335,random_routes,4,1,0,0,15361,15361,120829,120829,95,95,0.00197
