stage,operator,weight,calls,accepted,improved,new_global_best,feasible_repairs,failed_repairs,total_gain_minutes,mean_gain_when_improving,runtime_seconds,mean_destroyed_routes
1,land_reassignment,1.580078,12,12,1,1,12,0,10,10.0,11.023,3.25
1,low_utilization,2.144531,19,18,1,1,19,0,0,0.0,51.396,3.421
1,random_routes,1.0,12,12,0,0,12,0,0,0.0,59.108,3.5
1,related_routes,1.0,6,6,0,0,6,0,0,0.0,14.732,3.667
1,worst_time_per_person,1.193359,11,11,1,1,11,0,6,6.0,33.583,3.727
2,land_reassignment,1.0,15,15,0,0,15,0,0,0.0,9.441,3.467
2,low_utilization,1.0,8,8,0,0,8,0,0,0.0,9.776,3.5
2,random_routes,1.0,14,14,0,0,14,0,0,0.0,52.365,3.5
2,related_routes,1.0,10,10,0,0,10,0,0,0.0,4.152,3.3
2,worst_time_per_person,1.0,13,13,0,0,13,0,0,0.0,8.548,3.538
