operator,uses,repair_success,accepted,primary_improvement,new_best,primary_gain_minutes,runtime_seconds,mean_local_master_size,max_local_master_size
high_cost_route,1,0,0,0,0,0,15.207743,0,0
low_utilization_route,7,3,3,3,3,160,56.454034,326.286,921
shared_facility_flow,4,0,0,0,0,0,20.024,0,0
land_heavy_route,0,0,0,0,0,0,0.0,0.0,0
