operator,uses,repair_success,accepted,primary_improvement,new_best,primary_gain_minutes,runtime_seconds,mean_local_master_size,max_local_master_size
high_cost_route,3,0,0,0,0,0,58.675226,0,0
low_utilization_route,3,2,2,2,2,143,33.820195,551,896
shared_facility_flow,3,0,0,0,0,0,33.417342,0,0
land_heavy_route,3,3,3,3,3,72,79.30837,717.333,795
